target_word,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
flamingo,-0.18481,-0.89447,-0.039535,0.025752,-0.16349,-0.27348,-0.47292,-0.19202,0.70799,-0.41099,-0.037409,-0.21758,-0.59315,-0.25103,-0.44602,0.60305,0.38285,0.13738,-0.030184,0.01394,0.25376,-0.060537,-0.71605,0.042603,-0.24102,-0.13717,-0.018388,0.34975,-0.62692,-0.027859,-0.80827,0.044232,-0.10925,-0.35703,0.37775,-0.055836,0.034836,0.12854,0.37827,0.26426,0.50941,0.12857,0.19351,0.063749,0.59159,0.069448,0.2457,-0.092978,0.06874,-0.4838,0.14347,0.16043,-0.52059,-0.44466,-0.018276,0.079883,-3.1974e-4,0.52533,-0.5207,-0.29177,-0.17367,0.23053,0.37186,-0.63358,-0.11912,-0.019417,-0.18034,0.081871,-0.28694,0.19882,0.05991,0.3572,0.06151,0.098143,0.14324,-0.021164,0.45326,-0.056103,5.2301e-4,-0.69332,-0.16229,0.42511,0.40565,0.74052,-0.18498,0.17889,0.0084015,0.070037,-0.6064,-0.27952,0.32745,0.011392,0.38924,-0.23286,-0.21142,-0.035751,0.73697,-0.41236,-0.38501,-0.38065
skinny,-0.39797,-0.0041192,0.27738,0.21605,-0.037658,-0.081337,-0.2767,-0.15027,0.26603,-0.24779,-0.092301,-0.58954,-0.22013,-0.21607,-0.27446,0.3715,0.061717,-0.28726,0.24423,0.68159,0.16679,0.096356,-0.40451,0.20005,0.021712,-0.59393,0.12379,0.31025,-0.261,-0.36219,-0.15669,0.26178,-0.70939,0.36579,-0.16239,-0.16585,-0.3932,-0.08135,-0.019208,-0.032716,0.21704,-0.3107,0.16182,0.19275,-0.069279,-0.037616,-0.016404,0.21466,0.075174,-0.027534,0.033119,0.44977,0.002609,-0.76622,0.23406,-0.083698,0.42135,0.049571,0.072627,0.13306,0.27049,0.1205,0.34418,-0.43062,0.21123,-0.2772,-0.21625,-0.26246,-0.64643,0.14113,-0.37245,0.15721,-0.076523,-0.20834,0.1091,0.13095,0.10677,-0.2767,0.23757,-0.063677,0.039747,-0.026088,0.51252,0.16404,-0.19314,0.039671,-0.042949,0.12122,-0.649,-0.27455,0.13523,0.058742,0.63938,-0.47021,-0.8227,-0.51058,0.42389,-0.12328,-0.11759,-0.22734
shaggy,-0.23183,-0.099399,-0.16427,0.3957,0.21398,-0.63595,-0.090221,-0.0099774,0.60896,-0.39365,-0.17358,-0.55637,-0.28967,-0.65827,0.0061879,0.28356,0.075688,-0.025028,0.32226,0.3512,0.452,-0.36269,-0.55884,0.38428,-0.39966,-0.035734,0.32038,0.85445,-0.061912,-0.39238,-0.53445,0.34271,-0.41516,0.058268,0.070764,-0.16735,0.096251,0.38989,-0.03344,0.13168,0.1597,-0.044618,0.2498,0.55641,0.12147,-0.25227,-0.30331,0.24799,0.17688,-0.16489,0.064242,0.43604,0.37794,-0.54511,-0.080547,-0.090894,0.17599,-0.0066487,-0.14559,-0.2821,-0.51806,-0.016744,0.31816,-0.73535,-0.07297,-0.49377,-0.22845,0.51768,-0.5923,-0.32426,-0.62353,0.071155,0.18397,-0.089243,0.48296,0.22523,-0.14561,-0.17581,0.17884,-0.18478,0.054926,0.42588,0.15579,0.28539,-0.29006,0.25081,0.07066,0.16817,-0.86677,-0.31121,0.42255,0.1811,0.84826,0.1328,-0.84378,-0.86514,0.10697,-0.19991,0.13837,0.1104
fluffy,-0.73612,-0.17814,0.2042,0.094954,0.28096,-0.085642,-0.13821,0.17825,0.2305,-0.6088,-0.38536,-0.070505,-0.6577,-0.46182,-0.28872,0.55266,0.21805,-0.2121,0.32656,0.487,0.45858,-0.36867,-0.43713,0.0071892,-0.54976,-0.34432,0.13966,0.68509,0.040601,-0.14023,-0.15798,-0.052263,-0.68955,0.023171,0.083386,-0.34594,0.052507,-0.0086218,-0.14497,0.62812,-0.07668,-0.068281,0.13943,0.25324,0.049886,-0.11805,-0.62004,0.3529,-0.041247,0.0083565,0.11824,0.28852,0.17624,-0.34567,-0.15141,0.040414,0.031927,-0.15725,0.068704,0.21447,0.091409,-0.20124,0.23708,-0.5576,0.23004,-0.27697,-0.26343,-0.01879,-0.7434,-0.094148,-0.64047,0.24968,0.34649,-0.42748,0.017544,-0.025264000000000002,-0.15142,-0.31729,0.1521,-0.58099,0.53414,0.42966,0.1335,-0.027762,-0.71427,0.23462,-0.0030348,0.30572,-0.52526,-0.39146,0.025909,-0.37963,1.0776,-0.026848,-0.48085,-0.60249,0.37248,-0.21032,-0.61148,0.013785
platypus,-0.010313,-0.22453,-0.79581,-0.11535,0.094717,-0.46511,-0.2854,0.075665,0.65046,-0.84303,0.31422,0.28587,-1.1207,-0.36857,-0.5478,0.75683,-0.19816,0.48662,-0.28743,0.18992,0.2664,0.30794,-0.13951,0.035736,0.44054,-0.26979,-0.11595,0.19933,-0.6173,-0.41884,-0.47569,0.62493,-0.37733,-0.31074,0.45706,-0.11794,0.43348,0.22869,0.49009,0.025219,-0.24944,-0.090401,0.0186,0.2116,0.48816,-0.15254,0.3406,-0.024147,-0.14655,-0.41587,0.23795,-0.15531,0.36677,-0.037914,-0.55269,-0.34353,0.3275,0.062259,0.49282,0.17453,0.062517,0.24075,-0.17936,-0.5261,-0.10203,-0.054544,0.099234,0.57303,0.11078,-0.1625,-0.019837,0.34238,0.21379,-0.5591,0.33395,0.58019,0.22929,-0.18852,-0.079967,-0.16182,0.33697,0.72177,0.39297,0.11993,-0.76026,0.17182,-0.26014,-0.15729,-1.0164,-0.34582,0.73853,0.092286000000000007,0.4798,-0.70097,-0.85607,-0.089892,0.53107,-0.39353,0.038334,-0.63112
ostrich,0.055211,-0.32849,-0.41423,0.037049,0.1185,-0.26326,0.059969,0.058078,0.59256,-0.4942,0.24119,-0.10282,-0.89105,-0.70461,-0.25026,0.44498,0.62897,0.19771,-0.18782,0.20606,0.44222,-0.011207,-0.55081,-0.082162,0.080264,0.17583,0.13011,0.54456,0.16534,-0.28297,-0.16481,0.104,-0.538,-0.27256,0.28937,-0.16697,0.27027,-0.064214,0.13339,0.040936,-0.0084559,-0.24708,0.1778,0.375,0.26855,-0.051222,0.059193,0.13579,-0.038,-0.16341,0.091617,0.073743,0.29188,-0.24054,-0.20399,-0.011345,0.3134,0.32417,0.27081,-0.060602,0.30633,0.15862,0.27768,-0.48076,-0.10645,-0.35339,0.07592,0.27429,-0.091612,0.064672,-0.17838,-0.36402,0.27808,-0.23482,0.16344,0.26932,0.40105,-0.3727,-0.2086,-0.40247,0.26959,0.6949,0.39064,-0.037005,-0.34449,0.46352,-0.43284,0.32879,-0.59193,-0.46541,0.2591,-0.30374,0.67066,-0.64616,0.024474,-0.071845,0.26671,-0.5761,-0.45387,-0.056956
ferret,-0.27947,-0.64338,-0.45472,0.46845,-0.14947,-0.43647,-0.3109,0.44221,0.6023,-0.097188,0.26143,0.01911,-0.69267,-0.66873,-0.53022,0.34077,-0.10348,-0.037789,0.010354,-0.093953,0.16334,-0.19044,-0.070265,0.040797,-0.54615,-0.12892,0.238,0.050233,-0.36986,-0.61081,-0.14753,0.16021,-0.63087,-0.38961,0.34444,-0.1206,-0.11392,-0.041479,-0.013354,0.33505,-0.053003,-0.15954,-0.087255,0.25672,0.28728,0.063257,0.19743,0.031692,-0.42568,-0.33754,-0.046045,0.31571,0.22486,-0.60942,0.12618,-0.22469,0.25285,0.28742,-0.046457,0.13247,0.40404,-8.27e-4,-0.034426,-0.49237,-0.23124,-0.68991,-0.54252,0.42073,-0.27234,0.29913,-0.013027,0.070625,0.032809,-0.1195,-0.25201,0.32246,-0.15173,-0.20225,-0.21764,-0.11956,0.08734,0.69753,0.7123,0.40508,0.20322,0.1821,-0.13166,-0.070945,-0.8157,-0.20802,0.12831,-0.36919,0.39436,-0.5354,-0.25416,0.15465,0.12124,-0.34992,-0.43038,-0.31337
tawny,-0.44442,-0.45247,-0.12873,0.11376,0.11894,-0.21336,-0.28449,-0.054702,0.12509,-0.50865,-0.55643,0.062046,-0.97815,-0.34216,-0.0077613,0.21969,0.36222,0.10499,0.22597,0.086887,0.40201,0.2257,-0.55952,0.37008,-0.93017,0.27813,-0.18742,0.53307,-0.55309,-0.7031,-0.56348,0.87069,-0.52531,0.51118,0.10751,-0.23182,-0.025907,0.44342,0.52926,0.2904,-0.58574,0.11536,0.33738,-0.21687,0.33762,0.6769,-0.29513,0.31516,-0.26468,0.072366,0.039389,0.41072,0.12014,-0.45401,-0.64037,-0.12933,0.066441,0.22005,0.085624,0.22633,0.26646,-0.01375,0.45298,-0.25202,0.020199,-0.85357,0.0083382,0.07454,-1.1151,-0.10769,-0.76446,0.24747,0.77739,0.14061,0.12446,-0.17981,0.19221,-0.49409,0.56725,-0.48594,0.007996,0.32094,-9.1988e-4,-0.37751,-0.77597,0.66716,0.17179,-0.25619,-0.079893,-0.36017,0.22183,-0.063257,0.87465,-0.62547,0.0011115,0.042441,0.51488,-0.66149,-0.74144,-0.57853
sloth,-0.38667,-0.46305,-0.076368,-0.29854,-0.14402,-0.64022,-0.43568,0.68682,0.3005,-0.51386,-0.109,0.11338,-0.67021,-0.23486,-0.16701,0.57221,-0.18917,0.13493,-0.79762,0.41886,0.81833,0.40633,0.14578,-0.088978,-0.048675,0.17692,0.43435,0.074246,-0.18765,-0.49258,-0.37563,0.41486,-0.62892,0.25037,0.17212,-0.25914,0.21435,0.16552,-0.23343,0.019675,-0.22726,0.14928,0.38658,0.34698,0.52773,-0.087228,-0.042938,-0.3176,-0.14978,-0.43625,-0.021573,-0.27797,0.35743,-7.098e-4,-0.36596,-0.10296,-0.011595,0.48313,0.084003,-0.056576,0.24565,0.14256,-0.11492,-0.69347,0.19008,-0.55453,0.0054546,-0.31215,0.19757,-0.20592,-0.55525,0.01457,0.21182,0.21269,0.088391,-0.070679,0.23586,0.044974,-0.20342,-0.27849,-0.12799,0.61571,-0.12354,0.4745,-0.38904,0.14035,-0.010724,0.16111,-0.46288,-0.56651,0.14389,-0.11863,0.57717,-1.2513,-0.54406,-0.6396,0.441,-0.31189,-0.36088,-0.26799
llama,-0.26669,-0.092137,-0.61074,0.076212,0.1472,-0.45596,-0.18544,0.10461,0.50016,-0.23113,-0.1149,0.20487,-0.42719,-1.0541,-0.32964,0.19522,-0.44588,-0.30012,-0.317,0.30857,-0.12244,-0.50513,-0.42034,0.16747,0.13232,-0.10255,0.32207,0.42082,-0.16657,-0.38259,-0.16428,-0.20644,-0.37674,-0.064579,-0.013804,-0.093089,-0.24477,-0.082256,0.24848,-0.32056,0.73351,0.20244,-0.32576,0.49538,0.16985,-0.029795,0.011097,-0.18187999999999999,0.023264,-0.73426,0.36824,0.30603,0.22532,-0.38565,0.011918,-0.48753,0.43257,-0.059451,-0.18312,0.15204,0.51937,0.51008,0.16174,-0.79565,0.34252,-0.74345,-0.28415,0.056891,-0.17483,0.59639,-0.27781,0.31734,0.044015,0.29083,0.22809,-0.063523,-0.025895,-0.26923,0.099095,-0.20869,0.020969,0.75824,0.42551,0.74165,0.094071,0.52189,0.35618,0.071611,-0.51037,-0.96988,0.28519,-0.25338,0.75169,-1.0415,-0.29016,-0.27822,0.03234,-0.38816,-0.085227,-0.016511
giraffe,-0.091177,-0.66911,-0.91551,0.2759,0.099336,-0.17824,-0.13493,0.05245,0.36299,-0.41774,0.19513,-0.098099,-1.1351,-0.80645,-0.72026,0.54833,0.15258,-0.13824,-0.078589,-0.076722,-0.064532,-0.61694,-0.54136,0.038862,-0.2506,0.26047,0.23498,0.26346,-0.33006,0.16525,-0.77611,0.05468,0.10514,-0.31953,0.5195,-0.30198,0.0064395,0.14891,0.52632,-0.10669,0.11446,0.1008,-0.021758,0.77476,0.21171,-0.51284,0.30593,0.024146,-0.15256,-0.4318,-0.18495,0.024298,0.70855,-0.27003,-0.35727,-0.22811,0.50569,0.16793,0.45767,0.023981,0.3513,0.11746,0.25194,-0.54952,0.25624,-0.27651,0.10819,0.022083,-0.057038,0.14863,0.3593,0.16856,0.34951,-0.32501,0.03534,0.32362,0.24142,0.03315,-0.34258,-0.17997,-0.37781,0.61518,0.16854,0.069936,-0.54365,0.28488,0.016192,-0.021378,-0.57921,-0.44827,0.93148,-0.43238,0.78768,-0.53503,-0.33887,-0.10732,-0.070171,-0.21585,-0.32997,-0.21082
grizzly,-0.19383,-0.94605,-0.31628,0.59165,0.51389,-0.4722,-0.19272,-0.23293,0.79272,-0.54882,0.38542,-0.33056,-0.37487,-0.52561,-0.42594,0.14002,0.081261,-0.54338,-0.098772,0.2584,0.38921,0.33149,-0.64285,0.27465,0.14866,0.12954,0.15837,0.1508,-0.38301,-0.096739,-0.47192,-0.14761,-0.40619,0.13231,0.49698,-0.62548,0.23908,0.4555,0.23803,0.028518,0.31272,-0.39534,0.3021,0.66045,0.59354,0.30323,0.020557,0.10307,-0.23169,-0.086574,-0.17017,-0.3263,0.10553,-0.63201,-0.24995,0.16988,0.35309,0.24579,0.079248,0.10117,0.18363,-0.023024,-0.029004,-0.45655,-0.066041,-0.50248,-0.25345,0.32041,-0.22068,-0.58931,-0.086241,0.096561,0.034463,0.42752,-0.16071,0.24919,-0.25432,-0.10488,0.43749,-0.24598,0.070314,0.29156,0.21195,0.37378,-0.1174,0.31767,0.18071,-0.35259,-0.30789,-0.18006,0.2277,-0.1205,0.98015,-0.76928,-0.58472,-0.035457,0.24299,-0.35509,0.34208,-0.64084
paws,-0.0065148,-0.59478,-0.086065,0.89795,-0.0071588,0.0056663,-0.058654,-0.080637,0.41362,0.089244,0.19116,-0.12681,-0.49256,-0.48113,0.03006,0.61971,0.093417,0.050049,0.13484,0.12951,0.49078,3.494e-4,-0.86267,-0.22291,0.16717,0.18462,-0.033745,6.0567e-4,0.11089,0.058979,-0.49309,-0.14865,-0.65609,0.11047,0.36147,0.030866,-0.12245,0.23475,0.12548,0.40062,0.13757,-0.16987,0.39129,0.39144,0.45749,0.2182,0.093632,-0.070582,-0.15492,-0.57651,-0.17582,0.053122,0.49199,-0.26907,-0.21522,-0.41546,0.6336,0.57213,0.21301,0.30565,0.26281,-0.24735,0.042131,-0.50151,0.85838,-0.69201,-0.51741,-0.24233,-0.24734,-0.22552,-0.56838,0.15947,-0.1398,-0.58462,0.16977,0.13414,-0.13189,-0.17999,-0.39945,-0.52694,0.52137,0.65598,0.023693,0.043836,-0.56602,0.3273,0.064749,-0.20628,-0.40874,0.3889,0.028854,-0.26453,0.71224,-0.46237,-0.34267,-0.4449,0.27047,-0.15724,-0.33815,-0.24592
oblong,-0.1751,-0.092005,0.25471,0.54269,0.12766,0.24196,-0.1704,-0.2042,0.28381,-0.33025,-0.37818,0.29575,-0.57563,-0.1429,0.22582,0.15181,0.15409,0.54157,0.38658,0.088725,0.49407,0.020799,-0.39387,-0.048949,-0.43153,-0.32161,-0.086876,0.20475,0.14717,-0.041029,-0.68098,0.093163,-0.50755,-0.27629,-0.4071,-0.015358,-0.048258,-0.014649,0.15844,-0.15464,-0.14244,0.01316,0.25379,0.52702,0.44682,-0.50198,0.10666,0.34357,-0.25778,-0.15321,-0.079588,0.051547,0.54564,-0.34014,0.0251,-0.06141,-0.54158,0.20722,0.30426,0.15104,0.047346,0.13922,0.21931,-0.39412,-0.084699,-0.32004,0.030931,-0.094377,-0.24006,-0.40511,-0.0085118,0.11827,-0.12456,-0.34765,0.52833,-0.094596,0.49783,0.54766,0.14608,-0.61611,-0.0089664,0.13304,0.089622,0.35343,-0.67573,0.21291,0.52233,-0.2644,-0.57833,0.032641,-0.10217,-0.45801,0.53796,-0.048808,-0.60383,-1.1386,-0.057607,-0.10698,-0.30988,-0.47538
squat,-0.13803,-0.079221,0.44652,0.23841,-0.16598,0.22443,-0.36121,0.0079158,0.5567,-0.12044,0.20182,0.376,-0.60591,-0.13704,-0.59885,0.35917,0.41256,0.3563,0.24999,-0.060318,0.44596,-0.4021,-0.24017,-0.16515,0.030728,0.17071,-0.079573,-0.48407,0.10822,-0.33825,-0.43713,0.080592,-0.33372,0.13877,-0.49108,0.28139,-0.42431,-0.054888,0.26696,0.26831,0.20244,-0.019565,0.55071,0.45182,0.068369,-0.09241,0.043685,-0.46293,-0.22523,-0.088068,-0.39363,0.35835,0.044371,-0.31721,-0.027934,-0.0103,0.4391,-0.33269,0.48658,-0.25423,0.12217,0.55662,-0.072875,-0.22706,0.31061,-0.19231,-0.14282,0.0054289,-0.44379,-0.17929,-0.16545,0.069107,-0.24377,-0.68519,0.069696,0.14296,0.43691,0.34748,-0.013041,-0.64401,-0.32279,0.46384,0.11255,0.44497,-0.70595,0.24305,-0.32024,-0.13163,-0.20496,-0.31977,0.50731,-0.080236,0.45872,-0.54438,-0.5083,-0.55334,0.24278,-0.075464,-0.53318,0.0024555
scaly,-0.30908,-0.43897,-0.22619,0.18319,-0.14816,8.7472e-4,-0.17389,-0.12976,0.60108,-0.30104,-0.27931,0.50189,-1.6047,-0.41686,0.14384,0.54378,0.019888,0.43179,-0.028336,0.16809,0.53719,-0.39407,-0.37183,-0.26627,-0.52866,0.03332,0.19062,0.092006,0.35409,-0.35034,-0.48656,0.96795,-0.32663,0.16278,0.024493,-0.19776,0.48064,0.32958,0.33146,0.15814,-0.10382,-0.1746,0.37417,0.0040367,0.42455,0.4189,-0.4245,0.70699,-0.17789,-0.094235,-0.25414,0.067079,0.091217,-0.37153,-0.73666,-0.10864,-0.090892,0.12743,0.49542,0.21959,0.35046,0.20688,0.31191,-0.63465,0.21083,-0.84126,-0.20592,0.063176,-1.0021,-0.63784,-0.52568,0.26791,0.42979,-0.3596,0.66374,0.2984,0.46809,-0.14378,-0.10361,-0.55191,0.28696,0.71686,0.38274,-0.037397,-0.77319,0.61887,0.27307,0.25102,-0.41039,-0.084399,0.16027,-0.23895,0.87535,-0.62276,-0.84647,-0.29427,0.83868,-0.21211,-0.85082,-0.55304
bushy,-0.12653,-0.21107,0.13707,0.55447,0.2813,-0.25426,-0.32304,-0.26756,0.78639,-0.096803,-0.65024,-0.20797,-0.8193,-1.1116,-0.2984,0.37764,0.10302,0.11606,0.32296,0.47193,0.54147,0.25412,-0.85753,0.3777,-0.65129,-0.37934,0.11576,0.12017,0.17416,0.075854,-0.75068,0.51323,-0.09273,0.27944,-0.15118,0.16012,0.022349,0.26397,0.47356,0.053385,-0.35813,-0.22264,0.28041,0.4892,0.21139,0.33407,-0.42513,-0.081585,-0.30417,0.12631,0.026009,0.16242,0.082799,-0.43198,-0.78241,0.032249,0.27555,0.33555,0.46212,-0.31863,0.28792,0.37925,0.18844,-0.67717,0.099055,-0.32515,-0.0043227,0.44742,-0.9242,-0.26927,-0.47577,-0.14615,0.12307,0.21943,0.17285,-0.1148,0.34423,0.095741,-0.15184,-0.51997,0.19819,0.065823,0.28321,-0.1424,-0.38857,0.36081,-0.16076,0.0048999,-0.13432,-0.31774,0.36318,-0.15268,0.61309,-0.46868,-0.57026,-0.38018,0.47318,-0.49725,-0.42221,-0.23347
ochre,-0.22154,-0.23501,0.48326,0.23006,-0.072132,-0.5604,-0.28547,-0.26301,0.54916,-0.24368,-0.3336,0.6397,-1.115,-0.23719,-0.19591,-0.61223,0.13879,0.1877,-0.21203,0.18576,0.50632,0.05927,-0.3683,0.14934,-0.59449,0.67453,0.23921,0.34496,-0.024534,-0.44265,-0.1895,0.5882,-0.65735,-0.13927,0.052515,-0.12422,0.46644,0.057966,0.75536,0.82032,0.25285,0.1177,0.30645,-0.43762,0.36632,0.24336,-0.17103,0.85475,0.1826,0.032873,0.46342,0.40592,0.29898,-0.53505,-0.89925,-0.28852,0.10649,-0.021245,0.53933,-0.038147,0.73635,0.23425,0.055992,-0.1443,0.33198,-0.7933,-0.37261,0.50809,-1.0324,0.40923,-0.23533,0.33892,0.26666,-0.44508,0.50851,-0.43206,0.19736,-0.45278,-0.18887,0.003366,0.32185,0.18103,0.17847,-0.63197,-0.89998,0.13631,0.17987,-0.049885,0.12008,0.12803,0.50363,-0.18391,0.68298,-0.38408,-0.15986,-0.65036,0.22062,-0.61167,-0.62594,-0.52759
bumbling,-0.42488,-0.35277,-0.2473,0.21322,0.050836,-0.21125,0.046582,0.18328,0.071445,-0.19741,-0.1592,-0.1661,-0.25835,0.029055,0.16688,0.33283,0.23564,-0.42307,0.17542,0.50043,0.61269,-0.049791,-0.33691,0.054683,-0.27784,-0.74599,-0.037961,0.60428,-0.015308,0.18367,-0.3132,0.38986,-0.37235,-0.044221,-0.15847,-0.22111,0.017588,-0.1255,-0.56379,0.54278,-0.22794,0.11951,0.17664,0.22264,0.38494,-0.14759,-0.154,-0.40031,0.020208,-0.061191,-0.10524,0.12957,-0.14783,-0.40469,-0.079519,-0.038696,0.31871,-0.037918,0.020096,0.21419,-0.07807,-0.20472,-0.19742,-0.15997,0.28955,-0.6813,0.002088,0.07176,-0.54181,-0.49495,-0.32638,0.35688,-0.0031823,-0.030373,-0.27359,-0.28938,-0.065896,0.19062,0.16074,-0.44636,-0.15455,0.48344,0.71843,0.05287,0.011194,0.087442,-0.15283,0.31828,-0.2939,-0.40383,1.0268,0.49683,0.59381,-0.012158,-0.74061,-0.1446,0.081509,-0.48318,-0.16673,-0.2105
hooves,0.05243,-0.31518,-0.20443,0.58266,0.035397,0.14921,-0.19822,-0.021015,0.92104,-0.036844,0.063993,-0.18402,-0.74881,-0.6786,-0.074751,0.33373,0.12305,0.16649,0.056326,0.13158,0.46509,0.20364,-0.55385,-0.22545,-0.2584,-0.016488,0.10807,0.10359,0.054715,0.076047,-0.42007,0.023882,-0.31671,0.3145,0.28549,-0.19385,-0.014426,-0.11929,-0.16933,0.21276,-0.0077807,0.19304,0.14755,0.3467,-0.048248,-0.32374000000000003,0.37643,0.35908,-0.34697,-0.3019,-0.028897,-0.20886,0.34822,0.22326,-0.47668,-0.079043,-0.0044693,0.10262,0.45668,0.073147,0.47008,0.12863,0.084575,-0.66799,0.31137,0.01861,-0.29578,-0.16312,-0.47448,-0.097332,-0.48804,0.19703,0.16195,-0.53209,-0.18491,-0.37453,-0.20655,-0.44608,-0.086347,-0.22203,0.097086,0.66655,0.40615,0.10593,-0.47108,0.40274,0.13097,0.64308,-0.43792,-0.37806,0.1147,-0.7617,0.88039,-0.68295,-0.42545,-0.80762,0.16776,-0.31701,-0.19556,-0.31148
fuzz,-0.56118,-0.16254,0.039844,0.5303,0.50743,-0.14059,-0.4521,-0.39938,-0.075472,-1.0174,-0.42846,-0.12001,-0.27092,-0.34481,-0.22311,0.23688,0.14266,-0.039511,0.26103,0.47722,-0.23448,-0.0089827,-0.48158,0.26297,-0.084981,-0.59538,0.038466,0.40856,-0.45354,0.14584,-0.51936,0.52734,0.053659,0.051939,-0.52572,-0.13553,0.041593,0.2117,-0.35703,-0.33625,0.70558,0.23466,-0.071442,0.25593,0.34755,-0.32303,0.32513,0.63219,0.047874,0.058697,0.033143,0.60592,0.0145,-0.45125,-0.012703,-0.37239,0.36356,0.39671,0.27505,-0.30117,0.2737,-0.46354,0.51359,-0.54142,-0.16955,-0.0028715,-0.054204,-0.23849,-0.76269,-0.17286,-0.32055,0.16353,-0.043837,-0.3293,0.13498,-0.17781,-0.59697,-0.29331,0.15165,-0.083757,-0.027773,0.12659,0.053876,-0.30052,-0.055376,0.33907,0.037873,0.67298,-0.38576,0.13361,0.24629,0.14118,0.27551,-0.115,-0.79833,-0.43176,0.16959,-0.38875,-0.045686,-0.28952
webbed,0.024567,-0.63453,-0.2115,0.02193,-0.080838,0.16305,-0.54604,-0.27529,0.77091,-0.25276,-0.11789,0.3856,-0.72216,-0.51077,0.4091,0.71037,0.050835,0.50865,-0.088265,-0.32866,0.46875,-0.49962,-0.76943,-0.47714,-0.44114,0.11331,-0.39825,-0.056964,-0.038212,-0.28268,-0.72502,0.10874,-0.29538,0.1848,0.12699,0.057129,0.38834,-0.21514,0.39046,0.045384,-0.35706,-0.013818,0.26624,0.20939,0.1302,0.17896,0.03236,0.13251,0.054649,0.0033611,-0.034361,-0.054208,0.18656,-0.2221,-0.40321,-0.55421,0.13147,0.15573,0.23645,-0.13499,0.50234,0.21883,0.3342,-0.52981,0.17571,-0.41399,0.15308,-0.17757,-0.42802,-0.3286,-0.52993,0.26981,0.34274,-0.36748,0.38013,-0.2308,-0.0033194,0.12137,-0.32882,-0.50295,0.12839,0.33294,0.70375,0.17888,-0.65067,0.55341,0.45379,-0.10576,-0.75757,-0.18303,-0.25133,-0.10575,0.73447,-0.31734,-0.4831,-0.29183,0.75287,-0.59778,-0.42439,-0.37216
plump,-0.26818,-0.22724,-0.32734,0.14498,0.068043,-0.17479,0.0074389,-0.069187,0.52998,-0.53861,-0.061525,-0.043428,-0.93691,-0.25333,0.10152,0.58615,0.1349,0.54749,-0.2133,0.2539,0.63507,0.071112,-0.24592,0.11781,-0.21666,-0.077675,-0.080538,0.23587,0.12243,-0.037058,-0.50469,0.34219,-0.63188,-0.093706,0.015138,-0.28898,0.24398,0.13169,0.01749,0.30138,-0.38056,0.053762,0.25399,0.14,0.24529,0.22177,-0.25458,0.10138,-0.039398,-0.27059,0.020192,0.020393,0.29629,-0.069541,-0.10344,0.039928,0.13586,0.055719,-0.046374,-0.0755,0.083057,-0.26544,0.20755,-0.32189,0.10844,-0.3312,-0.087458,-0.014584,-0.49602,-0.33628,-0.42996,-0.19395,0.11389,-0.42152,0.15898,0.24184,0.51171,-0.032591,0.14726,-0.48716,0.28052,0.27378,0.64344,0.18336,-0.29234,0.34141,-0.25138,0.16309,-0.72828,-0.1906,0.53355,-0.4095,0.41076,-0.39718,-0.54283,-0.2155,0.085137,-0.63561,-0.24251,-0.1732
bristles,0.20978,-0.24698,0.17325,0.37038,-0.096909,0.18247,-0.35923,-0.21069,0.82522,-0.21617,-0.24106,0.055251,-0.64796,-0.37574,0.032061,0.55004,0.06069,0.93881,-0.015384,0.23765,-0.030859,0.010276,-0.40353,0.023863,-0.44659,0.073836,-0.036172,0.18874,0.23502,-0.41823,-0.27089,0.34488,-0.25683,-0.048389,0.51575,0.08196,0.10926,0.13381,0.12442,0.20207,-0.15178,0.26135,-0.078814,-0.17175,0.29242,0.13936,0.21593,0.43299,-0.27229,-0.086602,-0.11764,-0.24399,0.19995,-0.099123,-0.55427,-0.019741,0.35552,0.3869,0.56199,-0.06076,0.39787,0.093913,0.50666,-0.44138,0.29939,-0.44908,0.2303,-0.29741,-0.49463,-0.22625,-0.10396,0.28047,0.33282,-0.56338,0.20373,-0.10608,0.19855,-0.257,0.041039,-0.66289,0.35196,0.19102,0.24698,-0.2652,-0.7891,0.46307,-0.19387,0.69608,-0.14691,-0.41348,0.11927,-0.69111,0.46999,-0.57409,-0.39962,-0.36453,0.53934,-0.43134,-0.42067,-0.21248
