target_word,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101
skin,-0.060521,-0.030454,0.54989,0.37682,-0.15091,0.16821,-0.1617,-0.08388,0.20597,-0.17497,-0.10823,-0.34678,-0.78314,-0.31565,0.15277,0.051387,-0.28607,0.28452,0.24774,-0.092981,0.16887,-0.4269,-0.40886,0.018755,-0.12789,-0.094322,-0.31663,0.7408,-0.12418,-0.62692,0.2887,0.099447,-0.71723,0.11422,0.019972,-0.05764,0.49362,0.43752,0.22529,0.27081,0.13163,-0.10424,0.33132,0.21923,0.29881,-0.31954,0.10456,0.61096,-0.51807,-0.095114,-0.025512,0.24654,0.19801,-0.24311,-0.32017,-0.26145,-0.14601,0.33607,0.16957,0.2001,0.34882,-0.074185,-0.052481,-1.1364,0.25724,-0.32631,-0.24518,-0.33377,-0.66271,-0.58387,-0.38023,0.16578,0.26684,-0.7586,-0.10073,-0.15986,-0.12476,-0.045429,-0.28102,0.14467,0.17197,0.47501,0.36582,-0.017257,-0.4147,0.60877,0.22797,0.41091,-0.31112,-0.07982,-0.087569,0.011877,0.21682,-0.49116,-0.42186,-0.13651,0.56536,0.1755,-0.45283,-0.36852
flat,0.11358,-0.32804,0.13794,0.13417,-0.13812,0.38528,-0.29526,-0.2062,0.45807,-0.28972,-0.13227,-0.18274,-0.41224,-0.20982,-0.13225,0.079553,0.17455,-0.1059,0.048771,0.28583,0.50273,0.17401,-0.34772,-0.4016,-0.16111,0.1172,-0.78928,0.34945,-0.50822,-0.012172,-0.47722,0.06236,-0.73265,-0.22086,-0.226,0.033978,-0.077209,-0.028627,0.033394,-0.30453,0.13496,-0.29811,0.15724,0.4404,0.12242,0.072474,-0.003101,0.26998,0.13109,-0.31225,-0.11572,0.087773,0.43183,0.053583,0.13645,0.15582,0.37927,0.078287,0.38723,0.15322,0.36581,-0.02504,0.39323,0.021394,-0.077058,-0.22948,-0.11403,-0.37736,-0.6231,-0.49637,0.36694,0.1377,0.076116,0.078683,0.40397,-0.070285,0.16102,0.40492,0.22114,-0.2197,-0.019212,-0.3314,-0.33902,0.10836,-0.86163,-0.048501,0.09462,0.26771,-0.14087,-0.06499,0.10893,-0.56003,0.053833,-0.052928,-0.21712,-0.77352,0.113,-0.43603,-0.66055,-0.05941
hair,-0.28272,0.13204,0.33408,0.26227,-0.0032996,-0.022672,-0.26906,0.23527,0.10025,0.098771,-0.55456,-0.10948,-0.58598,-0.27519,0.31275,0.14841,-0.10037,0.53207,-0.13489,0.046226,0.43613,-0.30414,-0.71837,0.056383,-0.25848,-0.17204,-0.083344,0.32852,-0.039291,-0.076856,0.20928,0.2244,-0.46819,0.49267,-0.13542,-0.062101,0.12642,0.12171,0.37745,0.1588,-0.20083,-0.25419,0.014,0.43524,0.21643,-0.20752,0.24516,0.26638,-0.61056,0.1231,0.028353,0.44002,0.3285,-0.31462,-0.34516,-0.42657,0.045808,0.27691,-0.039122,-0.085804,0.48078,-0.059674,0.46105,-0.99754,0.27899,-0.5411,-0.5632,0.14726,-0.71821,-0.33608,-0.30662,-0.051982,0.0056764,-0.8511,0.22813,-0.081577,-0.089043,-0.33748,0.12916,0.16635,0.13406,0.40675,0.38485,0.11513,-0.2534,0.65466,0.31692,0.3201,-0.52474,-0.50249,0.1342,-0.091124,0.37075,-0.55745,-0.25465,-0.60532,0.50372,0.051847,-0.22712,-0.1221
cat,-0.40266,-0.056935,-0.19996,0.44407,0.19607,-0.59444,-0.1364,0.26592,0.34937,-0.66437,0.39778,-0.3714,-0.66347,-0.36522,-0.11142,0.50153,-0.088358,-0.10455,-0.0096166,0.38662,0.042175,-0.31722,-0.22154,-0.19584,-0.078869,-0.00662,0.19829,0.49161,-0.27684,-0.20418,-0.29281,0.35606,-0.36713,-0.025048,-0.041409,-0.40067,-0.0921,0.19127,0.21519,0.14926,-0.063507,-0.26656,0.076123,0.23462,0.30511,-0.21539,0.22058,-0.11408,-0.32882,-0.25594,0.52595,0.21888,0.15176,-0.70965,0.074584,-0.32747,0.28517,0.46676,-0.087814,-0.024346,0.34362,-0.050919,-0.012697,-0.41465,-0.25908,-0.40747,-0.54263,0.32315,-0.0069122,-0.042962,-0.31357,0.5175,0.045207,-0.10192,0.092125,0.17305,-0.12061,0.022107,0.064894,-0.077476,-0.12412,0.45478,0.043686,0.11789,0.29372,0.58566,-0.044987,0.095604,-0.58192,-0.10419,0.34789,-0.30488,0.60963,-0.51418,-0.36757,-0.27359,0.060182,-0.44819,-0.12109,0.012117
bodies,0.4274,-0.086516,0.34653,-0.25663,0.20328,0.42216,-0.039236,0.15529,0.73231,-0.10193,0.22245,0.11369,-0.5778,0.31522,0.23917,-0.022917,0.29769,0.22414,0.3642,0.01636,-0.20293,0.017516,-0.095966,-0.30782,-0.11492,0.27953,0.087111,0.22312,0.11877,0.040803,-0.15055,0.31605,-0.48002,-0.16363,-0.1233,0.069636,0.20369,0.19847,-0.05735,0.38023,-0.094036,0.11939,-0.1454,0.36102,0.17921,-0.48775,0.2198,0.049694,-0.17179,-0.458,-0.042534,-0.51523,-0.17748,-0.3218,-0.063459,0.10269,0.04313,-0.1215,0.29449,-0.012541,0.17364,-0.095045,-0.26802,-0.40129,0.12127,0.083042,-0.42817,-0.069669,0.11993,-0.25134,-0.41601,-0.059963,0.48303,-0.35183,-0.26472,0.049313,-0.23951,-0.050742,-0.16163,-0.11396,-0.49794,0.39466,0.33849,0.068049,-0.40217,0.11392,0.20319,0.50714,-0.67855,-0.14654,-0.21317,0.16982,-0.41084,-0.34425,-0.1611,-0.83512,0.26081,-0.19264,0.04246,-0.12218999999999999
height,0.1474,-0.33489,0.32923,0.41591,-0.15783,0.072569,-0.45554,-0.20282,0.90886,-0.32287,0.13169,-0.096247,-0.46791,0.0011841,0.049367,-0.30692,-0.10918,-0.19765,0.091987,-0.50591,0.42403,-0.03285,-0.63299,0.17765,0.19226,0.19492,0.42573,0.096184,-0.29183,0.44544,-0.37301,0.55104,0.13396,0.54017,-0.48638,-0.043083,0.30076,-0.10222,0.43921,-0.25881,-0.19905,-0.13363,0.45608,0.59177,0.24129,-0.24136,0.1371,-0.34227,0.13516,0.24262,-0.035563,-0.011042,0.49059,0.087561,0.15771,-0.18529,-0.28747,-0.11766,0.48318,-0.061181,-0.090768,0.13717,0.41493,-0.43182,-0.014829,8.1264e-4,0.45653,-0.23931,-0.25455,-0.43694,-0.01661,0.36122,0.11173,-0.52197,0.08511,0.10079,-0.18842,0.39718,-0.013933,-0.17851,-0.021074,-0.32828,0.089266,0.35947,-0.47901,0.56122,0.041688,-0.094425,-0.14391,-0.17313,0.11146,-0.070622,0.48499,-0.36697,-0.24479,-0.63767,0.089738,-0.12484,0.070065,-0.039376
bear,-0.18216,-0.24567,-0.43801,0.50406,0.34311,-0.4043,-0.0646,-0.19769,0.60618,-0.29532,-0.12824,-0.27245,-0.46607,-0.21634,-0.18216,0.22832,0.023711,0.049867,-0.062197,0.25145,0.41263,0.06662,-0.7745,0.11571,0.0035792,0.2184,-0.028217,0.36476,-0.19136,0.21679,-0.36772,-0.24669,-0.41616,0.38741,0.35068,-0.14265,0.21328,-0.18938,0.17899,0.15094,0.0049287,-0.10696,-0.20018,0.32355,0.74295,0.10635,0.16238,-0.054208,-0.14839,-0.29172,0.046237,-0.29997,0.25827,-0.43312,-0.23608,0.31802,0.34954,0.051027,0.24688,-0.096692,0.067632,-0.11161,-0.0043232,-0.50539,0.037776,-0.19043,-0.16642,0.093635,-0.033952,-0.57194,-0.24237,0.02264,0.12285,0.26345,-0.15409,-0.21898,0.2019,-0.33279,0.36751,-0.39638,-0.082364,0.27548,0.14071,0.42958,-0.051306,0.20772,0.16679,-0.30425,-0.47848,0.15792,0.025928,-0.0097918,0.3894,-0.26092,-0.013849,-0.40932,0.070853,-0.24603,0.24607,0.053035
medium,-0.25472,-0.39166,0.45615,0.36217,0.25926,-0.031234,-0.1633,-0.28447,0.33349,-0.38728,0.36031,-0.11982,-0.15616,-0.098491,0.093002,0.10824,-0.15992,-0.060496,0.23477,-0.56527,-0.34771,0.19727,-0.55692,0.0017911,-0.38002,0.21488,-0.11477,0.37817,-0.29684,-0.36072,-0.24193,0.24184,-0.10047,0.098068,-0.0094369,-0.19992,0.33414,0.39608,-0.067176,0.18095,-0.092091,-0.013531,-0.04054,0.06343,0.3761,-0.11954,-0.29442,0.092077,-0.037407,-0.17418,0.18676,0.68221,0.080976,-0.30399,-0.082005,-0.30103,-0.19346,-0.4004,0.3036,0.18469,0.1289,-0.090365,0.86218,0.098576,0.19482,0.13867,-0.05503,-0.061226,-0.23969,-0.24956,-0.33127,-0.023482,0.27668,-0.15722,-0.11788,0.40903,-0.29465,0.14713,0.23823,-0.33521,-0.23163,-0.029537,-0.013144,0.073781,-0.29759,0.28664,-0.18005,0.10672,-0.38153,-0.14838,-0.12835,-0.61009,0.52983,-0.46176,-0.11296,-0.11791,0.035888,-0.72974000000000006,-0.49246,-0.22536
multi,-0.41632,-0.28792,0.48127,0.1152,0.57018,0.38993,-0.38321,-0.23216,0.19166,-0.16276,0.11807,0.14005,0.079437,0.27116,-0.56111,-0.43711,-0.47733,-0.036368,0.11568,-0.22352,-0.040808,0.038016,-0.13453,-0.18548,0.36231,0.22392,0.0064712,0.37844,0.10242,-0.28815,-0.53884,0.096758,0.094099,-0.4483,-0.61515,-0.13333,0.098535,0.058894,-0.37117,0.13081,0.78301,-0.12884,0.070352,0.44371,0.035752,-0.22175,-0.36662,-0.16425,0.062975,0.19816,-0.08069,0.46856,-0.054163,-0.43303,0.021075,-0.26582,0.22868,-0.37618,0.42591,-0.15965,0.052259,0.10507,0.7233,-0.11088,0.21796,-0.29292,-0.13015,-0.14331,0.036528,-0.15283,-0.047123,-0.065839,-0.2787,0.053042,0.18443,0.19834,-0.15572,0.1452,-0.26483,0.18542,-0.12864,-0.049242,0.48118,-0.13358,-0.57959,0.17198,-0.1616,-0.090836,-0.55674,0.26628,0.39506,-0.21246,0.0010904,-0.04231,-0.43158,-0.15246,0.29772,-0.4497,-0.13619,-0.026538
coat,-0.2942,-0.42241,-0.21427,0.87582,0.65498,-0.17789,-0.28611,-0.013897,0.2537,0.15355,-0.41616,-0.015671,-0.36315,-0.85404,-0.4714,-0.19693,0.60496,0.1947,0.19533,0.17987,0.31317,-0.064899,-0.76234,-0.025516,-0.61824,0.36401,-0.062192,0.38893,-0.41739,0.046895,0.25604,0.24296,0.2876,0.5571,-0.2954,-0.22559,0.6644,-0.035887,0.34563,0.13514,0.42908,-0.22965,0.39473,0.027148,0.66985,-0.76652,-9.6351e-4,0.12469,-0.079804,-0.1827,0.74339,-0.12395,0.66259,-0.62454,-0.11086,0.23011,0.18262,0.51088,0.23303,0.16451,0.33931,-0.27826,0.30513,-0.5596,0.1156,-0.021934,-0.63825,0.73204,-0.32291,0.017751,-0.41742,-0.11249,0.46436,-0.68111,-0.28982,0.14352,0.19603,-0.062411,0.12975,-0.26086,-0.31257,0.10341,-0.20589,0.063062000000000007,-0.70474,0.35756,0.89222,0.19057,-0.24418,0.33363,-0.46262,-0.079909,0.48956,-0.32431,-0.095109,-0.41841,0.29459,-0.10493,-0.667,0.01315
grey,-0.034741,-0.5375,0.027802,0.46748,0.077191,-0.17316,-0.19068,-0.16321,0.36888,-0.53504,-0.038044,-0.084961,-0.88104,-0.47967,0.27311,0.10952,-0.027089,0.29524,0.12073,-0.086634,0.31935,0.2137,-0.23206,0.36968,-0.54533,0.29207,-0.21672,0.529,-0.30783,-0.084054,-0.10408,0.51238,-0.37926,-0.13949,-0.14003,-0.39677,0.25007,0.51381,0.58871,0.32145,-0.32497,-0.049758,0.2387,0.10083,0.54526,0.88997,-0.12951,0.026045,-0.44142,-0.21289,0.22335,0.37111,-0.19373,-0.095201,-0.2907,0.12734,0.37016,0.3019,0.25463,-0.45764,0.081732,-0.21464,0.23863,-0.15743,0.25546,-0.46985,-0.22419,0.64896,-0.84636,0.073862,-0.30124,0.13434,0.19639,-0.21373,0.19316,0.072959,0.39514,-0.23051,-0.030684,-0.15707,-0.21103,0.17955,0.36404,-0.2927,-0.36614,0.50189,-0.10281,-0.44176,-0.60188,0.078175,0.16479,0.12881,0.51342,-0.48645,0.053046,-0.32013,0.62932,-0.49495,-0.76038,-0.47687
soft,-0.48319,0.035295,0.43213,0.30916,0.31175,0.066084,-0.3251,-0.57515,0.38915,-0.18987,-0.078434,-0.15118,-0.17667,-0.11673,-8.759e-4,0.21101,-0.32866,0.37554,0.46767,-0.02925,0.22987,-0.0025804,-0.16014,-0.14431,-0.013308,-0.35078,-0.30643,0.24093,0.047184,-0.52065,-0.25654,0.16951,-0.61994,-0.39101,0.010204,-0.11496,0.30289,0.18072,0.020561,0.47127,0.172,0.016241,0.29548,0.10361,0.42168,0.023384,-0.25955,0.26785,-0.030566,0.11525,0.020735,0.4138,0.38708,-0.10154,-0.17931,-0.045194,0.48137,0.023048,-0.036049,0.14951,0.58049,-0.1748,0.21832,-0.5044,0.037622,0.11664,-0.061407,-0.28394,-0.39919,-0.28509,-0.58548,0.065557,0.18536,-0.19838,0.10838,0.013288,-0.26139,0.32575,0.41163,-0.27556,0.65906,0.05385,-0.038546,-0.041595,-0.40219,0.25015,0.16438,0.46048,-0.41758,-0.21795,-0.12935,0.067871,0.28515,-0.56379,-0.52114,-0.49105,0.37639,-0.22271,-0.26431,-0.059219
patterns,0.2702,0.084861,-0.25097,0.083681,0.37356,-0.17035,-0.42345,-0.67914,0.31236,-0.071225,-0.34522,0.055247,-0.59026,0.46406,-0.15501,0.083425,-0.04858,-0.31676,-0.0095793,0.062778,-0.18212,-0.081848,-0.13327,-0.12328,0.13916,0.018114,-0.31094,0.24336,-0.14168,-0.069266,-0.26267,0.15453,-0.20088,-0.16099,0.19012,-0.39752,0.52199,0.019822,-0.24128,0.15487,0.068354,-0.078289,-0.19109,0.39555,0.40968,-0.43083,0.43237,0.19622,-0.12447,0.12492,-0.22143,0.13321,-0.090093,-0.13891,-0.3444,-0.65872,0.1191,-0.16858,0.29832,0.32322,0.49249,0.2073,0.68897,-0.39265,0.25801,-0.51128,-0.19705,-0.26106,-0.48007,-0.18452,-0.27309,0.31056,0.13132,-0.48367,-0.019032,-0.021514,-0.39395,-0.22111,-0.18258,-0.11713,-0.095344,-0.15653,0.39585,-0.30378,-0.70199,0.11468,-0.18543,0.084701,-0.35586,-0.010664999999999999,0.18999,0.047398,0.22006,0.16489,0.07406,-0.53831,0.19632,-0.036532,-0.61104,0.39149
gray,-0.31926,-0.3951,0.18015,0.3591,0.011396,0.060823,0.097961,-0.033608,0.073628,-0.1861,-0.41646,0.004638,-0.77742,-0.39159,0.13253,-0.0038084,-0.048435,0.27717,-0.056235,-0.086494,0.35579,0.071372,-0.25843,0.35915,-0.48445,-0.17371,-0.083355,0.21189,-0.78782,-0.54003,-0.5849,0.48816,-0.40031,-0.12522,0.16533,0.079113,0.65075,0.58566,0.67306,0.3833,-0.036364,-4.1758e-4,0.32089,0.44549,0.44182,-0.062179,0.32683,0.11228,-0.34847,-0.42678,0.21633,0.13032,0.11973,-0.23023,-0.2254,-0.15626,0.055941,0.36704,0.38879,0.040628,0.20174,-0.28921,0.2311,-0.4024,-0.16857,-0.35859,-0.10357,0.38277,-0.53532,0.018447,-0.012232,0.2996,-0.32578,0.056286,0.41698,0.18377,0.43264,0.16079,0.19396,-0.30986,-0.23154,0.17091,0.41927,-0.3507,-0.17028,0.28807,0.00599,-0.29168,-0.20976,0.25334,0.36053,0.23256,0.473,-0.3189,-0.12541,-0.4217,0.3573,-0.55533,-0.29091,-0.39802
wings,0.24222,-0.63558,0.23033,0.83191,0.089356,0.50705,-0.88742,-0.085454,0.56659,-0.31229,0.068988,0.056493,-0.45481,-0.40338,-0.0097177,0.55056,0.25282,-0.17496,-0.090648,-0.51931,0.19466,-0.016669,-0.79644,0.087799,0.032922,0.50041,-0.072954,0.086122,-0.14756,0.37095,-0.4002,0.053193,0.0032833,0.32769,0.164,-0.32255,0.19254,0.30325,-0.053552,-0.12338,-0.16124,-0.17194,0.21584,0.067394,0.21012,0.012261,-0.053673,0.013511,-0.22141,-0.13225,-0.23223,0.27078,-0.11756,-0.21427,0.10534,-0.034827,0.33139,0.40375,-0.12925,0.090159,-0.096317,-0.57351,0.13531,-0.70627,0.21907,-0.29163,0.14673,-0.32774,-0.52019,-0.43365,-0.48373,-0.02599,0.12278,-0.53252,0.58664,0.23844,-0.0129,-0.13441,-0.2915,-0.89226,-0.28245,0.72228,0.38614,-0.11112,-0.59814,0.057598,0.27791,0.35813,-0.56103,-0.14091,-0.045638,0.17309,0.30086,-0.089489,0.16905,-0.47759,0.19934,-0.45553,-0.45523,-0.6589
fat,-0.44281,-0.045053,0.40486,-0.024792,-0.076618,-0.18817,-0.098423,0.016182,0.24868,-0.4161,0.024618,-0.18046,-0.75653,-0.60526,-0.23465,0.36497,-0.0010284,0.26363,0.084384,0.38227,0.50347,0.31542,-0.40245,0.10194,0.15722,-0.25927,-0.14298,0.21115,-0.26819,-0.30649,-0.18264,0.25483,-0.4522,0.032451,-0.35792,-0.36927,0.16882,0.053305,0.10417,0.20596,2.2074e-4,-0.1234,-0.17111,-0.086549,0.65692,-0.2994,-0.44486,0.098616,0.081752,0.15315,-0.019008,0.78131,0.74574,-0.68932,0.96986000000000006,-0.13626,-0.18874,-0.027845,0.11643,0.2186,-0.093955,-0.55928,0.18475,-1.0124,-0.059436,-0.32789,0.33649,-0.068334,-0.17577,0.079889,-0.35612,-0.078721,0.24473,-0.34374,-0.0030457,-0.16857,-0.054894,0.31149,-0.30186,0.041949,-0.14868,0.43862,0.090899,-0.095959,0.05253,0.28816,0.47101,0.51007,-0.69548,-0.52167,-0.23103,-0.13383,0.19641,-0.50031,-0.46932,-0.055609,0.28885,-0.14166,0.37017,0.10101
tail,-0.3324,-0.56081,0.0062421,0.52698,0.035735,-0.052313,-0.20386,-0.29325,0.54778,-0.4456,0.040624,0.011799,-0.87551,-0.29262,0.054106,0.47754,0.21325,-0.076353,6.0746e-5,-0.19887,0.35122,-0.037879,-0.74334,-0.32038,-0.19602,0.17206,-0.33472,0.24663,-0.23691,0.13687,-0.39308,0.28934,0.0026254,0.15163,0.11896,-0.18073,0.16639,0.25163,0.39399,-0.01175,-0.23397,-0.016188,0.1539,0.010181,-0.18745,0.15122,0.15497,-0.15119,-0.11875,-0.3673,-0.016593,0.15608,0.37522,-0.42981,-0.1128,-0.48506,0.10721,0.51813,-0.018351,0.42701,0.15931,-0.5205,0.4553,-0.67779,0.34166,-0.26228,0.029482,-0.0159,-0.22848,-0.6955,-0.26592,-0.11557,0.32249,-0.4987,0.32314,-0.14712,0.069316,-0.49604,-0.16831,-0.56745,0.05463,0.46903,0.23175,-0.11662,-0.74895,0.72441,0.058137,0.18845,-0.73794,0.18253,-0.086081,-0.14515,0.78142,-0.37203,-0.34926,-0.59387,0.020708,-0.41567,-0.20978,-0.47522
thin,-0.41213,-0.014822,0.71971,0.39207,0.28539,0.45562,-0.070412,-0.19383,0.43589,-0.52406,-0.11937,-0.20857,-0.19798,-0.46528,0.27654,0.18615,-0.23912,0.42878,0.27493,-0.22722,0.21345,0.027948,-0.49404,-0.049353,-0.37906,-0.080661,-0.48737,0.60263,-0.060463,-0.26179,-0.41888,0.18716,-0.41141,-0.064521,-0.10544,-0.20482,0.10158,0.30001,0.1562,0.25317,-0.089583,-0.0058758,0.34045,0.14535,0.53036,-0.090949,-0.18618,0.33826,-0.13058,-0.03939,0.030257,0.53433,0.407,-0.069247,-0.16656,-0.36722,0.1121,-0.30009,0.21944,0.49556,0.2123,0.011967,0.344,-0.26113,-0.0086592,-0.13999,-0.17082,-0.045717,-0.63953,-0.28144,-0.56086,-0.010438,0.20829,-0.29585,0.35118,-0.17843,-0.15366,0.35786,-0.035914,-0.35203,-0.024313,-0.11046,0.23734,-0.24629,-0.45434,0.10172,0.4211,0.3456,-0.21917,-0.26467,-0.1706,-0.44486,-0.049997,-0.083441,-0.46081,-0.82656,0.29062,-0.23939,-0.34441,-0.40213
tall,-0.061548,-0.3475,0.15219,0.40046,0.14732,0.13776,-0.393,-0.12004,0.60564,-0.24103,0.10613,-0.40002,-0.25909,-0.17176,0.17177,0.26653,0.40436,0.20511,0.15159,-0.17838,0.56973,0.14769,-0.91653,0.27956,0.059238,0.1797,0.39604,0.22997,0.090074,0.28484,-0.2969,0.098632,-0.14271,0.097996,-0.40281,-0.016313,-0.26491,0.21115,0.42342,0.3318,-0.28466,-0.27547,0.62784,0.67665,0.4047,-0.43661,-0.27607,-0.17808,-0.064664,0.70016,-0.066399,-0.19629,0.53308,-0.013871,-0.11534,-0.35135,0.22911,-0.2036,0.25196,-0.34603,-0.14304,0.42235,0.061969,-0.31355,0.09687,-0.24656,0.088136,-0.39388,-0.31677,0.029204,-0.28042,-0.058712,-0.14483,-0.19063,0.28481,0.042029,0.15208,0.09557,-0.18345,-0.4585,0.18635,-0.061775,0.0018185,0.44872,-0.69767,0.74283,0.15631,-0.098633,-0.18156,-0.53051,0.36114,-0.21789,0.55681,-0.35608,-0.85309,-0.70605,0.11503,-0.42827,-0.22267,0.099283
pink,-0.25685,-0.1101,0.16182,0.60884,-0.051888,-0.058309,-0.39904,-0.45078,0.32507,-0.69801,-0.63363,-0.17919,-0.58924,-0.15,-0.12608,-0.10682,-0.0085128,0.13722,0.17262,-0.07554,0.17915,-0.11679,-0.54987,0.37905,-0.67473,-0.37659,0.073246,0.42043,-0.23287,-0.045875,-0.30714,0.45484,-0.21908,-0.16731,-0.2456,-0.26701,0.012195,0.30815,0.72645,0.12446,0.22066,0.044169,0.20002,-0.0597,0.61331,-0.25124,0.12016,0.3452,-0.17311000000000001,0.053516,-0.13156,0.21906,0.19478,-0.31208,-0.24637,0.31452,0.13747,0.17854,0.17003,-0.4994,0.01734,-0.07401,0.30265,-0.45117,-0.094189,-0.20356,-0.33542,0.13987,-0.97073,-0.045777,-0.27243,0.042599,0.12176,-0.38962,0.46745,-0.16986,0.28451,-0.3019,-0.061731,-0.28478,0.096711,0.16546,0.59772,0.062422,-0.18981,0.21178,0.18536,0.058048,-0.57247,-0.17149,0.42075,0.40152,0.40125,-0.23723,-0.079307,-0.23438,0.5502,-0.084276,-0.12226,-0.23552
seal,-0.18216,-0.67431,0.17113,0.7997,0.11718,-0.17296,0.099384,0.26595,0.82698,-0.25245,-0.0091899,0.13282,0.11792,-0.028041,0.4946,0.18922,0.65797,0.70026,0.23996,0.17629,0.10343,-0.19018,-0.49978,0.050792,-0.19848,0.39988,-0.19372,0.13757,-0.286,-0.30928,-0.23106,0.023276,-0.16558,0.090311,-0.14168,-0.34766,0.0024359,-0.086789,0.068623,0.094236,0.1574,0.011739,0.22018,0.46851,0.92516,0.25225,0.40683,-0.1287,-0.21653,-0.73783,0.41271,-0.32641,0.17458,-0.33414,0.031184,0.11633,0.050942,-0.053004,0.24135,0.37054,0.14852,-0.32278,-0.11239,-0.55884,0.27807,0.27382,-0.14808,0.47349,-0.31517,-0.068498,-0.22087,-0.36247,0.53774,-0.37173,-0.019886,-0.0022841,0.19502,-0.14769,-0.072735,-0.17334,0.0077634,0.59036,0.28845,-0.036039,-0.10116,0.42819,-0.071649,-0.042947,0.053662,0.64891,0.071643,-0.049584,0.15786,0.045599,0.10701,-0.49687,0.46407,0.13885,-0.38588,-0.16375
neutral,-0.55081,-0.1636,0.24282,-0.16948,-0.079928,0.01316,0.052667,-0.012121,-0.07793,-0.16418,0.24566,-0.30425,-0.65303,0.30473,-0.32484,0.18426,0.041572,0.26052,0.54776,-0.6744,0.14889,0.072642,-0.17108,-0.087053,0.22592,0.24831,-0.079572,0.091597,-0.12953,-0.24604,-0.040641,0.11755,-0.067431,-0.038302,-0.60727,-0.36605,-0.19366,-0.049257,-0.0076355,0.065152,-0.12241,-0.13979,-0.39151,0.049963,0.14522,-0.38639,0.15463,0.1481,-0.42625,0.017167,0.066337,0.49606,-0.26454,0.18746,-0.072001,0.039517,0.35959,0.093851,0.43406,0.37519,0.25387,-0.16608,0.21382,0.15887,0.27565,0.19623,-0.63104,0.28137,-0.08634,0.48179,-0.34004,-0.27313,0.70232000000000006,0.013711,-0.2255,-0.14549,-0.085669,0.57835,0.24422,0.014443,0.013929,-0.47387,0.23951,0.19511,-0.2706,-0.20134,0.086941,0.02368,-0.087091,0.07793,0.13337,0.60161,0.39926,-0.11476,-0.27791,-0.35233,0.013329,-0.28339,0.3674,0.068868
valuable,0.22009,-0.4693,0.072619,-0.20681,0.14601,0.11528,0.20472,-0.033941,0.29591,-0.097874,0.33949,-0.19099,0.30563,0.0090386,-0.035052,-0.25132,-0.075403,0.77224,-0.52543,-0.32966,0.65648,0.32834,-0.26312,0.0062311,-0.17471,0.4191,0.16558,0.59948,0.020172,-0.056899,-0.11282,-0.14919,-0.62795,-0.39151,-0.068654,-0.03589,0.54504,0.12295,-0.091318,0.3048,0.37584,0.20185,-0.3411,0.31112,0.69395,-0.053622,-0.55381,0.13574,-0.17258,-0.13459,0.029668,0.21365,-0.046519,-0.14742,-0.064653,0.015859,0.65062,0.083935,0.20899,0.20294,0.32213,-0.26099,-0.052847,-0.37952,0.21134,-0.29773,0.32212,-0.15203,-0.16753,0.17151,0.07658,-0.18833,0.15209,-0.52981,-0.46804,-0.081853,-0.46694,0.27788,-0.03009,0.10744,0.094587,0.14044,0.15404,0.13136,-0.23162,0.14912,0.12224,0.13033,0.64012,-0.027896,0.5113,-0.23618,0.031612,0.018237,0.28379,-0.056114,0.23807,-1.0479,-0.02402,0.041549
strange,-0.36253,0.085364,-0.28669,0.11825,-0.043609,-0.070529,-0.18201,-0.0629,0.12499,-0.843,-0.11061,-0.18282,-0.31399,0.2498,0.09895,0.2966,0.080098,-0.010413,0.21148,0.2944,0.21241,0.20242,-0.33958,-0.41743,-0.3991,-0.1422,0.20973,0.71377,-0.195,-0.1013,-0.27522,0.32052,-0.55603,-0.019913,-0.042688,-0.33248,0.042215,0.15293,0.085913,0.38307,0.1147,0.061058,-0.039936,0.38384,0.69207,-0.26507,0.072901,-2.1173e-4,-0.24527,-0.10586,0.24051,0.35217,-0.4942,-0.010482,-0.24144,-0.0062054,0.073161,0.16266,-0.1044,-0.054119,0.095515,-0.094557,-0.15857,-0.18359,0.15509,0.1701,-0.05707,-0.071702,-0.26069,-0.1466,-0.13705,0.20634,0.15811,-0.21139,-0.021935,-0.35126,-0.047081,-0.47445,0.25387,-0.23233,-0.28022,-0.085691,0.18699,0.26148,-0.046593999999999997,0.25817,-0.13765,0.25961,-0.48443,-0.33683,0.3339,0.3786,0.26594,0.16483,-0.29462,-0.40374,0.030999,-0.18226,0.039511,0.27982
