animal1,animal2,language_similarity_simple_dist_shape
bat,swan,0.8470863203239067
beaver,swan,0.6360370543177646
boar,swan,0.6652899791705823
cheetah,swan,0.695039701633697
crow,swan,0.5838741224048288
deer,swan,0.7279414942742738
dolphin,swan,0.6441654261099329
elephant,swan,0.6728277671223086
flamingo,swan,0.5203724178674949
giraffe,swan,0.828523956138663
goat,swan,0.7337621933669827
gorilla,swan,0.8130411155556037
grizzly,swan,0.7360706512194793
hippo,swan,0.5751528047549646
killerwhale,swan,0.8191482746927982
lion,swan,0.8576759953550465
llama,swan,0.67663416314516
mammoth,swan,1.3029589091584883
panda,swan,0.6374977881616376
panther,swan,0.6487128917912213
pig,swan,0.7236714582041575
pigeon,swan,0.5567994026417026
polarbear,swan,0.7144606220767545
rhino,swan,0.6483839179589926
shark,swan,0.855478292262183
sheep,swan,0.7654430022215408
skunk,swan,0.6550039488623293
sloth,swan,0.9525565585109426
swan,swan,0
zebra,swan,0.5867181818450076
bat,zebra,0.8555825279028558
beaver,zebra,0.5518078627951385
boar,zebra,0.5793251567498051
cheetah,zebra,0.6072822573145507
crow,zebra,0.6233815415258792
deer,zebra,0.7023298681087226
dolphin,zebra,0.7555241830037503
elephant,zebra,0.6474513124529543
flamingo,zebra,0.5566545208752736
giraffe,zebra,0.5933008399948239
goat,zebra,0.6690070571891392
gorilla,zebra,0.7176636158752855
grizzly,zebra,0.6952908825531283
hippo,zebra,0.45481365348679015
killerwhale,zebra,0.8192972245230267
lion,zebra,0.9658824513824062
llama,zebra,0.6439903463126253
mammoth,zebra,1.3077080630026212
panda,zebra,0.657603160256645
panther,zebra,0.5205075753701711
pig,zebra,0.6934410676740423
pigeon,zebra,0.6421351598042784
polarbear,zebra,0.7582177806760927
rhino,zebra,0.5675196831031794
shark,zebra,0.91242547203828706
sheep,zebra,0.801381044848275
skunk,zebra,0.6442748207043041
sloth,zebra,0.8861351835003705
swan,zebra,0.5867181818450076
zebra,zebra,0
