participant_type,similarity_type,animal1,animal2,human_similarity
blind,human_similarity_shape,polarbear,sheep,0.35
blind,human_similarity_shape,polarbear,skunk,0.35
blind,human_similarity_shape,polarbear,sloth,0.25
blind,human_similarity_shape,polarbear,swan,0
blind,human_similarity_shape,polarbear,zebra,0.4
blind,human_similarity_shape,rhino,shark,0.05
blind,human_similarity_shape,rhino,sheep,0.35
blind,human_similarity_shape,rhino,skunk,0.35
blind,human_similarity_shape,rhino,sloth,0.25
blind,human_similarity_shape,rhino,swan,0.2
blind,human_similarity_shape,rhino,zebra,0.55
blind,human_similarity_shape,shark,sheep,0.1
blind,human_similarity_shape,shark,skunk,0.05
blind,human_similarity_shape,shark,sloth,0.2
blind,human_similarity_shape,shark,swan,0.15
blind,human_similarity_shape,shark,zebra,0
blind,human_similarity_shape,sheep,skunk,0.5
blind,human_similarity_shape,sheep,sloth,0.3
blind,human_similarity_shape,sheep,swan,0.15
blind,human_similarity_shape,sheep,zebra,0.45
blind,human_similarity_shape,skunk,sloth,0.45
blind,human_similarity_shape,skunk,swan,0.1
blind,human_similarity_shape,skunk,zebra,0.45
blind,human_similarity_shape,sloth,swan,0.15
blind,human_similarity_shape,sloth,zebra,0.2
blind,human_similarity_shape,swan,zebra,0.05
sighted,human_similarity_shape,bat,beaver,0.15
sighted,human_similarity_shape,bat,boar,0.05
sighted,human_similarity_shape,bat,cheetah,0
sighted,human_similarity_shape,bat,crow,0.5
sighted,human_similarity_shape,bat,deer,0
sighted,human_similarity_shape,bat,dolphin,0
sighted,human_similarity_shape,bat,elephant,0
sighted,human_similarity_shape,bat,flamingo,0.15
sighted,human_similarity_shape,bat,giraffe,0
sighted,human_similarity_shape,bat,goat,0
sighted,human_similarity_shape,bat,gorilla,0
sighted,human_similarity_shape,bat,grizzly,0
sighted,human_similarity_shape,bat,hippo,0.05
sighted,human_similarity_shape,bat,killerwhale,0
sighted,human_similarity_shape,bat,lion,0
sighted,human_similarity_shape,bat,llama,0
sighted,human_similarity_shape,bat,mammoth,0
sighted,human_similarity_shape,bat,panda,0.05
sighted,human_similarity_shape,bat,panther,0
sighted,human_similarity_shape,bat,pig,0.05
sighted,human_similarity_shape,bat,pigeon,0.55
sighted,human_similarity_shape,bat,polarbear,0.05
sighted,human_similarity_shape,bat,rhino,0.05
sighted,human_similarity_shape,bat,shark,0
sighted,human_similarity_shape,bat,sheep,0.05
sighted,human_similarity_shape,bat,skunk,0.15
sighted,human_similarity_shape,bat,sloth,0.05
sighted,human_similarity_shape,bat,swan,0.3
sighted,human_similarity_shape,bat,zebra,0
sighted,human_similarity_shape,beaver,boar,0.3
sighted,human_similarity_shape,beaver,cheetah,0.15
sighted,human_similarity_shape,beaver,crow,0.1
sighted,human_similarity_shape,beaver,deer,0.2
sighted,human_similarity_shape,beaver,dolphin,0
sighted,human_similarity_shape,beaver,elephant,0.15
sighted,human_similarity_shape,beaver,flamingo,0
sighted,human_similarity_shape,beaver,giraffe,0.2
sighted,human_similarity_shape,beaver,goat,0.15
sighted,human_similarity_shape,beaver,gorilla,0.05
sighted,human_similarity_shape,beaver,grizzly,0.05
sighted,human_similarity_shape,beaver,hippo,0.2
sighted,human_similarity_shape,beaver,killerwhale,0
sighted,human_similarity_shape,beaver,lion,0.15
sighted,human_similarity_shape,beaver,llama,0.2
sighted,human_similarity_shape,beaver,mammoth,0.1
sighted,human_similarity_shape,beaver,panda,0.2
sighted,human_similarity_shape,beaver,panther,0.15
sighted,human_similarity_shape,beaver,pig,0.35
sighted,human_similarity_shape,beaver,pigeon,0.15
sighted,human_similarity_shape,beaver,polarbear,0.1
sighted,human_similarity_shape,beaver,rhino,0.2
sighted,human_similarity_shape,beaver,shark,0
sighted,human_similarity_shape,beaver,sheep,0.25
sighted,human_similarity_shape,beaver,skunk,1
sighted,human_similarity_shape,beaver,sloth,0.45
sighted,human_similarity_shape,beaver,swan,0
sighted,human_similarity_shape,beaver,zebra,0.15
sighted,human_similarity_shape,boar,cheetah,0.35
sighted,human_similarity_shape,boar,crow,0
sighted,human_similarity_shape,boar,deer,0.55
sighted,human_similarity_shape,boar,dolphin,0
sighted,human_similarity_shape,boar,elephant,0.4
sighted,human_similarity_shape,boar,flamingo,0.05
sighted,human_similarity_shape,boar,giraffe,0.4
sighted,human_similarity_shape,boar,goat,0.6
sighted,human_similarity_shape,boar,gorilla,0.05
sighted,human_similarity_shape,boar,grizzly,0.2
sighted,human_similarity_shape,boar,hippo,0.5
sighted,human_similarity_shape,boar,killerwhale,0
sighted,human_similarity_shape,boar,lion,0.35
sighted,human_similarity_shape,boar,llama,0.45
sighted,human_similarity_shape,boar,mammoth,0.35
sighted,human_similarity_shape,boar,panda,0.25
sighted,human_similarity_shape,boar,panther,0.35
sighted,human_similarity_shape,boar,pig,0.9
sighted,human_similarity_shape,boar,pigeon,0.05
sighted,human_similarity_shape,boar,polarbear,0.25
sighted,human_similarity_shape,boar,rhino,0.5
sighted,human_similarity_shape,boar,shark,0
sighted,human_similarity_shape,boar,sheep,0.65
sighted,human_similarity_shape,boar,skunk,0.3
sighted,human_similarity_shape,boar,sloth,0.2
sighted,human_similarity_shape,boar,swan,0
sighted,human_similarity_shape,boar,zebra,0.55
sighted,human_similarity_shape,cheetah,crow,0.05
sighted,human_similarity_shape,cheetah,deer,0.45
sighted,human_similarity_shape,cheetah,dolphin,0
sighted,human_similarity_shape,cheetah,elephant,0.45
sighted,human_similarity_shape,cheetah,flamingo,0
sighted,human_similarity_shape,cheetah,giraffe,0.4
sighted,human_similarity_shape,cheetah,goat,0.45
sighted,human_similarity_shape,cheetah,gorilla,0.1
sighted,human_similarity_shape,cheetah,grizzly,0.15
sighted,human_similarity_shape,cheetah,hippo,0.35
sighted,human_similarity_shape,cheetah,killerwhale,0.05
sighted,human_similarity_shape,cheetah,lion,0.95
sighted,human_similarity_shape,cheetah,llama,0.45
sighted,human_similarity_shape,cheetah,mammoth,0.4
sighted,human_similarity_shape,cheetah,panda,0.1
sighted,human_similarity_shape,cheetah,panther,1
sighted,human_similarity_shape,cheetah,pig,0.25
sighted,human_similarity_shape,cheetah,pigeon,0
sighted,human_similarity_shape,cheetah,polarbear,0.1
sighted,human_similarity_shape,cheetah,rhino,0.35
sighted,human_similarity_shape,cheetah,shark,0
sighted,human_similarity_shape,cheetah,sheep,0.4
sighted,human_similarity_shape,cheetah,skunk,0.15
sighted,human_similarity_shape,cheetah,sloth,0.1
sighted,human_similarity_shape,cheetah,swan,0.05
sighted,human_similarity_shape,cheetah,zebra,0.45
sighted,human_similarity_shape,crow,deer,0.05
sighted,human_similarity_shape,crow,dolphin,0
sighted,human_similarity_shape,crow,elephant,0.05
sighted,human_similarity_shape,crow,flamingo,0.35
sighted,human_similarity_shape,crow,giraffe,0
sighted,human_similarity_shape,crow,goat,0.05
sighted,human_similarity_shape,crow,gorilla,0.05
sighted,human_similarity_shape,crow,grizzly,0.05
sighted,human_similarity_shape,crow,hippo,0
sighted,human_similarity_shape,crow,killerwhale,0.05
sighted,human_similarity_shape,crow,lion,0.05
sighted,human_similarity_shape,crow,llama,0.05
sighted,human_similarity_shape,crow,mammoth,0.05
sighted,human_similarity_shape,crow,panda,0
sighted,human_similarity_shape,crow,panther,0.05
sighted,human_similarity_shape,crow,pig,0
sighted,human_similarity_shape,crow,pigeon,0.95
sighted,human_similarity_shape,crow,polarbear,0
sighted,human_similarity_shape,crow,rhino,0
sighted,human_similarity_shape,crow,shark,0
sighted,human_similarity_shape,crow,sheep,0
sighted,human_similarity_shape,crow,skunk,0.05
sighted,human_similarity_shape,crow,sloth,0.05
sighted,human_similarity_shape,crow,swan,0.55
sighted,human_similarity_shape,crow,zebra,0.05
sighted,human_similarity_shape,deer,dolphin,0
sighted,human_similarity_shape,deer,elephant,0.4
sighted,human_similarity_shape,deer,flamingo,0
sighted,human_similarity_shape,deer,giraffe,0.65
sighted,human_similarity_shape,deer,goat,0.95
sighted,human_similarity_shape,deer,gorilla,0.1
sighted,human_similarity_shape,deer,grizzly,0.1
sighted,human_similarity_shape,deer,hippo,0.3
sighted,human_similarity_shape,deer,killerwhale,0.05
sighted,human_similarity_shape,deer,lion,0.45
sighted,human_similarity_shape,deer,llama,0.75
sighted,human_similarity_shape,deer,mammoth,0.35
sighted,human_similarity_shape,deer,panda,0.05
sighted,human_similarity_shape,deer,panther,0.45
sighted,human_similarity_shape,deer,pig,0.45
sighted,human_similarity_shape,deer,pigeon,0
sighted,human_similarity_shape,deer,polarbear,0.05
sighted,human_similarity_shape,deer,rhino,0.3
sighted,human_similarity_shape,deer,shark,0
sighted,human_similarity_shape,deer,sheep,0.65
sighted,human_similarity_shape,deer,skunk,0.2
sighted,human_similarity_shape,deer,sloth,0.15
sighted,human_similarity_shape,deer,swan,0.05
sighted,human_similarity_shape,deer,zebra,0.9
sighted,human_similarity_shape,dolphin,elephant,0
sighted,human_similarity_shape,dolphin,flamingo,0.05
sighted,human_similarity_shape,dolphin,giraffe,0.05
sighted,human_similarity_shape,dolphin,goat,0
sighted,human_similarity_shape,dolphin,gorilla,0
sighted,human_similarity_shape,dolphin,grizzly,0
sighted,human_similarity_shape,dolphin,hippo,0
sighted,human_similarity_shape,dolphin,killerwhale,0.95
sighted,human_similarity_shape,dolphin,lion,0
sighted,human_similarity_shape,dolphin,llama,0
sighted,human_similarity_shape,dolphin,mammoth,0
sighted,human_similarity_shape,dolphin,panda,0
sighted,human_similarity_shape,dolphin,panther,0
sighted,human_similarity_shape,dolphin,pig,0
sighted,human_similarity_shape,dolphin,pigeon,0
sighted,human_similarity_shape,dolphin,polarbear,0
sighted,human_similarity_shape,dolphin,rhino,0
sighted,human_similarity_shape,dolphin,shark,1
sighted,human_similarity_shape,dolphin,sheep,0
sighted,human_similarity_shape,dolphin,skunk,0
sighted,human_similarity_shape,dolphin,sloth,0.05
sighted,human_similarity_shape,dolphin,swan,0
sighted,human_similarity_shape,dolphin,zebra,0
sighted,human_similarity_shape,elephant,flamingo,0.05
sighted,human_similarity_shape,elephant,giraffe,0.35
sighted,human_similarity_shape,elephant,goat,0.45
sighted,human_similarity_shape,elephant,gorilla,0.25
sighted,human_similarity_shape,elephant,grizzly,0.3
sighted,human_similarity_shape,elephant,hippo,0.8
sighted,human_similarity_shape,elephant,killerwhale,0.05
sighted,human_similarity_shape,elephant,lion,0.45
sighted,human_similarity_shape,elephant,llama,0.4
sighted,human_similarity_shape,elephant,mammoth,0.95
sighted,human_similarity_shape,elephant,panda,0.15
sighted,human_similarity_shape,elephant,panther,0.45
sighted,human_similarity_shape,elephant,pig,0.4
sighted,human_similarity_shape,elephant,pigeon,0
sighted,human_similarity_shape,elephant,polarbear,0.25
sighted,human_similarity_shape,elephant,rhino,0.75
sighted,human_similarity_shape,elephant,shark,0
sighted,human_similarity_shape,elephant,sheep,0.45
sighted,human_similarity_shape,elephant,skunk,0.15
sighted,human_similarity_shape,elephant,sloth,0.15
sighted,human_similarity_shape,elephant,swan,0.05
sighted,human_similarity_shape,elephant,zebra,0.45
sighted,human_similarity_shape,flamingo,giraffe,0.25
sighted,human_similarity_shape,flamingo,goat,0.05
sighted,human_similarity_shape,flamingo,gorilla,0.05
sighted,human_similarity_shape,flamingo,grizzly,0.1
sighted,human_similarity_shape,flamingo,hippo,0.05
sighted,human_similarity_shape,flamingo,killerwhale,0
sighted,human_similarity_shape,flamingo,lion,0
sighted,human_similarity_shape,flamingo,llama,0.1
sighted,human_similarity_shape,flamingo,mammoth,0.1
sighted,human_similarity_shape,flamingo,panda,0.1
sighted,human_similarity_shape,flamingo,panther,0
sighted,human_similarity_shape,flamingo,pig,0.05
sighted,human_similarity_shape,flamingo,pigeon,0.35
sighted,human_similarity_shape,flamingo,polarbear,0.1
sighted,human_similarity_shape,flamingo,rhino,0.05
sighted,human_similarity_shape,flamingo,shark,0.05
sighted,human_similarity_shape,flamingo,sheep,0.05
sighted,human_similarity_shape,flamingo,skunk,0
sighted,human_similarity_shape,flamingo,sloth,0.1
sighted,human_similarity_shape,flamingo,swan,0.75
sighted,human_similarity_shape,flamingo,zebra,0.1
sighted,human_similarity_shape,giraffe,goat,0.6
sighted,human_similarity_shape,giraffe,gorilla,0.05
sighted,human_similarity_shape,giraffe,grizzly,0.05
sighted,human_similarity_shape,giraffe,hippo,0.3
sighted,human_similarity_shape,giraffe,killerwhale,0
sighted,human_similarity_shape,giraffe,lion,0.4
sighted,human_similarity_shape,giraffe,llama,0.8
sighted,human_similarity_shape,giraffe,mammoth,0.3
sighted,human_similarity_shape,giraffe,panda,0.05
sighted,human_similarity_shape,giraffe,panther,0.4
sighted,human_similarity_shape,giraffe,pig,0.3
sighted,human_similarity_shape,giraffe,pigeon,0
sighted,human_similarity_shape,giraffe,polarbear,0.05
sighted,human_similarity_shape,giraffe,rhino,0.3
sighted,human_similarity_shape,giraffe,shark,0.05
sighted,human_similarity_shape,giraffe,sheep,0.45
sighted,human_similarity_shape,giraffe,skunk,0.2
sighted,human_similarity_shape,giraffe,sloth,0.2
sighted,human_similarity_shape,giraffe,swan,0.1
sighted,human_similarity_shape,giraffe,zebra,0.65
sighted,human_similarity_shape,goat,gorilla,0.1
sighted,human_similarity_shape,goat,grizzly,0.15
sighted,human_similarity_shape,goat,hippo,0.35
sighted,human_similarity_shape,goat,killerwhale,0.05
sighted,human_similarity_shape,goat,lion,0.45
sighted,human_similarity_shape,goat,llama,0.7
sighted,human_similarity_shape,goat,mammoth,0.4
sighted,human_similarity_shape,goat,panda,0.1
sighted,human_similarity_shape,goat,panther,0.45
sighted,human_similarity_shape,goat,pig,0.5
sighted,human_similarity_shape,goat,pigeon,0
sighted,human_similarity_shape,goat,polarbear,0.1
sighted,human_similarity_shape,goat,rhino,0.35
sighted,human_similarity_shape,goat,shark,0
sighted,human_similarity_shape,goat,sheep,0.7
sighted,human_similarity_shape,goat,skunk,0.15
sighted,human_similarity_shape,goat,sloth,0.1
sighted,human_similarity_shape,goat,swan,0.05
sighted,human_similarity_shape,goat,zebra,0.95
sighted,human_similarity_shape,gorilla,grizzly,0.75
sighted,human_similarity_shape,gorilla,hippo,0.2
sighted,human_similarity_shape,gorilla,killerwhale,0.05
sighted,human_similarity_shape,gorilla,lion,0.1
sighted,human_similarity_shape,gorilla,llama,0.1
sighted,human_similarity_shape,gorilla,mammoth,0.3
sighted,human_similarity_shape,gorilla,panda,0.65
sighted,human_similarity_shape,gorilla,panther,0.1
sighted,human_similarity_shape,gorilla,pig,0.1
sighted,human_similarity_shape,gorilla,pigeon,0
sighted,human_similarity_shape,gorilla,polarbear,0.7
sighted,human_similarity_shape,gorilla,rhino,0.2
sighted,human_similarity_shape,gorilla,shark,0
sighted,human_similarity_shape,gorilla,sheep,0.1
sighted,human_similarity_shape,gorilla,skunk,0.05
sighted,human_similarity_shape,gorilla,sloth,0.4
sighted,human_similarity_shape,gorilla,swan,0.05
sighted,human_similarity_shape,gorilla,zebra,0.1
sighted,human_similarity_shape,grizzly,hippo,0.3
sighted,human_similarity_shape,grizzly,killerwhale,0.05
sighted,human_similarity_shape,grizzly,lion,0.2
sighted,human_similarity_shape,grizzly,llama,0.1
sighted,human_similarity_shape,grizzly,mammoth,0.35
sighted,human_similarity_shape,grizzly,panda,0.8
sighted,human_similarity_shape,grizzly,panther,0.15
sighted,human_similarity_shape,grizzly,pig,0.25
sighted,human_similarity_shape,grizzly,pigeon,0
sighted,human_similarity_shape,grizzly,polarbear,0.95
sighted,human_similarity_shape,grizzly,rhino,0.3
sighted,human_similarity_shape,grizzly,shark,0
sighted,human_similarity_shape,grizzly,sheep,0.15
sighted,human_similarity_shape,grizzly,skunk,0.05
sighted,human_similarity_shape,grizzly,sloth,0.35
sighted,human_similarity_shape,grizzly,swan,0.05
sighted,human_similarity_shape,grizzly,zebra,0.15
sighted,human_similarity_shape,hippo,killerwhale,0
sighted,human_similarity_shape,hippo,lion,0.35
sighted,human_similarity_shape,hippo,llama,0.3
sighted,human_similarity_shape,hippo,mammoth,0.75
sighted,human_similarity_shape,hippo,panda,0.25
sighted,human_similarity_shape,hippo,panther,0.35
sighted,human_similarity_shape,hippo,pig,0.5
sighted,human_similarity_shape,hippo,pigeon,0.05
sighted,human_similarity_shape,hippo,polarbear,0.35
sighted,human_similarity_shape,hippo,rhino,0.95
sighted,human_similarity_shape,hippo,shark,0
sighted,human_similarity_shape,hippo,sheep,0.5
sighted,human_similarity_shape,hippo,skunk,0.2
sighted,human_similarity_shape,hippo,sloth,0.15
sighted,human_similarity_shape,hippo,swan,0
sighted,human_similarity_shape,hippo,zebra,0.35
sighted,human_similarity_shape,killerwhale,lion,0.05
sighted,human_similarity_shape,killerwhale,llama,0.05
sighted,human_similarity_shape,killerwhale,mammoth,0.05
sighted,human_similarity_shape,killerwhale,panda,0
sighted,human_similarity_shape,killerwhale,panther,0.05
sighted,human_similarity_shape,killerwhale,pig,0
sighted,human_similarity_shape,killerwhale,pigeon,0
sighted,human_similarity_shape,killerwhale,polarbear,0
sighted,human_similarity_shape,killerwhale,rhino,0
sighted,human_similarity_shape,killerwhale,shark,0.95
sighted,human_similarity_shape,killerwhale,sheep,0
sighted,human_similarity_shape,killerwhale,skunk,0
sighted,human_similarity_shape,killerwhale,sloth,0
sighted,human_similarity_shape,killerwhale,swan,0.05
sighted,human_similarity_shape,killerwhale,zebra,0.05
sighted,human_similarity_shape,lion,llama,0.45
sighted,human_similarity_shape,lion,mammoth,0.4
sighted,human_similarity_shape,lion,panda,0.15
sighted,human_similarity_shape,lion,panther,0.95
sighted,human_similarity_shape,lion,pig,0.25
sighted,human_similarity_shape,lion,pigeon,0
sighted,human_similarity_shape,lion,polarbear,0.15
sighted,human_similarity_shape,lion,rhino,0.35
sighted,human_similarity_shape,lion,shark,0
sighted,human_similarity_shape,lion,sheep,0.4
sighted,human_similarity_shape,lion,skunk,0.15
sighted,human_similarity_shape,lion,sloth,0.15
sighted,human_similarity_shape,lion,swan,0.05
sighted,human_similarity_shape,lion,zebra,0.45
sighted,human_similarity_shape,llama,mammoth,0.35
sighted,human_similarity_shape,llama,panda,0.05
sighted,human_similarity_shape,llama,panther,0.45
sighted,human_similarity_shape,llama,pig,0.35
sighted,human_similarity_shape,llama,pigeon,0
sighted,human_similarity_shape,llama,polarbear,0.05
sighted,human_similarity_shape,llama,rhino,0.3
sighted,human_similarity_shape,llama,shark,0
sighted,human_similarity_shape,llama,sheep,0.5
sighted,human_similarity_shape,llama,skunk,0.2
sighted,human_similarity_shape,llama,sloth,0.15
sighted,human_similarity_shape,llama,swan,0.1
sighted,human_similarity_shape,llama,zebra,0.75
sighted,human_similarity_shape,mammoth,panda,0.2
sighted,human_similarity_shape,mammoth,panther,0.4
sighted,human_similarity_shape,mammoth,pig,0.35
sighted,human_similarity_shape,mammoth,pigeon,0
sighted,human_similarity_shape,mammoth,polarbear,0.3
sighted,human_similarity_shape,mammoth,rhino,0.7
sighted,human_similarity_shape,mammoth,shark,0
sighted,human_similarity_shape,mammoth,sheep,0.4
sighted,human_similarity_shape,mammoth,skunk,0.1
sighted,human_similarity_shape,mammoth,sloth,0.2
sighted,human_similarity_shape,mammoth,swan,0.05
sighted,human_similarity_shape,mammoth,zebra,0.4
sighted,human_similarity_shape,panda,panther,0.1
sighted,human_similarity_shape,panda,pig,0.3
sighted,human_similarity_shape,panda,pigeon,0.05
sighted,human_similarity_shape,panda,polarbear,0.85
sighted,human_similarity_shape,panda,rhino,0.25
sighted,human_similarity_shape,panda,shark,0
sighted,human_similarity_shape,panda,sheep,0.25
sighted,human_similarity_shape,panda,skunk,0.2
sighted,human_similarity_shape,panda,sloth,0.5
sighted,human_similarity_shape,panda,swan,0
sighted,human_similarity_shape,panda,zebra,0.1
sighted,human_similarity_shape,panther,pig,0.25
sighted,human_similarity_shape,panther,pigeon,0
sighted,human_similarity_shape,panther,polarbear,0.1
sighted,human_similarity_shape,panther,rhino,0.35
sighted,human_similarity_shape,panther,shark,0
sighted,human_similarity_shape,panther,sheep,0.4
sighted,human_similarity_shape,panther,skunk,0.15
sighted,human_similarity_shape,panther,sloth,0.1
sighted,human_similarity_shape,panther,swan,0.05
sighted,human_similarity_shape,panther,zebra,0.45
sighted,human_similarity_shape,pig,pigeon,0.05
sighted,human_similarity_shape,pig,polarbear,0.3
sighted,human_similarity_shape,pig,rhino,0.5
sighted,human_similarity_shape,pig,shark,0
sighted,human_similarity_shape,pig,sheep,0.65
sighted,human_similarity_shape,pig,skunk,0.35
sighted,human_similarity_shape,pig,sloth,0.2
sighted,human_similarity_shape,pig,swan,0
sighted,human_similarity_shape,pig,zebra,0.45
sighted,human_similarity_shape,pigeon,polarbear,0.05
sighted,human_similarity_shape,pigeon,rhino,0.05
sighted,human_similarity_shape,pigeon,shark,0
sighted,human_similarity_shape,pigeon,sheep,0.05
sighted,human_similarity_shape,pigeon,skunk,0.1
sighted,human_similarity_shape,pigeon,sloth,0.05
sighted,human_similarity_shape,pigeon,swan,0.5
sighted,human_similarity_shape,pigeon,zebra,0
sighted,human_similarity_shape,polarbear,rhino,0.35
sighted,human_similarity_shape,polarbear,shark,0
sighted,human_similarity_shape,polarbear,sheep,0.2
sighted,human_similarity_shape,polarbear,skunk,0.1
sighted,human_similarity_shape,polarbear,sloth,0.35
sighted,human_similarity_shape,polarbear,swan,0
sighted,human_similarity_shape,polarbear,zebra,0.1
sighted,human_similarity_shape,rhino,shark,0
sighted,human_similarity_shape,rhino,sheep,0.5
sighted,human_similarity_shape,rhino,skunk,0.2
sighted,human_similarity_shape,rhino,sloth,0.15
sighted,human_similarity_shape,rhino,swan,0
sighted,human_similarity_shape,rhino,zebra,0.35
sighted,human_similarity_shape,shark,sheep,0
sighted,human_similarity_shape,shark,skunk,0
sighted,human_similarity_shape,shark,sloth,0.05
sighted,human_similarity_shape,shark,swan,0
sighted,human_similarity_shape,shark,zebra,0
sighted,human_similarity_shape,sheep,skunk,0.25
sighted,human_similarity_shape,sheep,sloth,0.2
sighted,human_similarity_shape,sheep,swan,0
sighted,human_similarity_shape,sheep,zebra,0.65
sighted,human_similarity_shape,skunk,sloth,0.45
sighted,human_similarity_shape,skunk,swan,0
sighted,human_similarity_shape,skunk,zebra,0.15
sighted,human_similarity_shape,sloth,swan,0
sighted,human_similarity_shape,sloth,zebra,0.1
sighted,human_similarity_shape,swan,zebra,0.1
blind,human_similarity_skin,bat,beaver,0.2631578947368421
blind,human_similarity_skin,bat,boar,0.05263157894736842
blind,human_similarity_skin,bat,cheetah,0.3157894736842105
blind,human_similarity_skin,bat,crow,0.42105263157894735
blind,human_similarity_skin,bat,deer,0.21052631578947367
blind,human_similarity_skin,bat,dolphin,0
blind,human_similarity_skin,bat,elephant,0.21052631578947367
blind,human_similarity_skin,bat,flamingo,0.3684210526315789
blind,human_similarity_skin,bat,giraffe,0.3157894736842105
blind,human_similarity_skin,bat,goat,0.15789473684210525
blind,human_similarity_skin,bat,gorilla,0.2631578947368421
blind,human_similarity_skin,bat,grizzly,0.21052631578947367
blind,human_similarity_skin,bat,hippo,0.21052631578947367
blind,human_similarity_skin,bat,killerwhale,0
blind,human_similarity_skin,bat,lion,0.3157894736842105
blind,human_similarity_skin,bat,llama,0.21052631578947367
blind,human_similarity_skin,bat,mammoth,0
blind,human_similarity_skin,bat,panda,0.21052631578947367
blind,human_similarity_skin,bat,panther,0.21052631578947367
blind,human_similarity_skin,bat,pig,0.10526315789473684
blind,human_similarity_skin,bat,pigeon,0.42105263157894735
blind,human_similarity_skin,bat,polarbear,0.21052631578947367
blind,human_similarity_skin,bat,rhino,0.15789473684210525
blind,human_similarity_skin,bat,shark,0.05263157894736842
blind,human_similarity_skin,bat,sheep,0.05263157894736842
blind,human_similarity_skin,bat,skunk,0.3684210526315789
blind,human_similarity_skin,bat,sloth,0.2631578947368421
blind,human_similarity_skin,bat,swan,0.3684210526315789
blind,human_similarity_skin,bat,zebra,0.2631578947368421
blind,human_similarity_skin,beaver,boar,0.2631578947368421
blind,human_similarity_skin,beaver,cheetah,0.3684210526315789
blind,human_similarity_skin,beaver,crow,0.05263157894736842
blind,human_similarity_skin,beaver,deer,0.3684210526315789
blind,human_similarity_skin,beaver,dolphin,0.15789473684210525
blind,human_similarity_skin,beaver,elephant,0.15789473684210525
blind,human_similarity_skin,beaver,flamingo,0.05263157894736842
blind,human_similarity_skin,beaver,giraffe,0.3157894736842105
blind,human_similarity_skin,beaver,goat,0.2631578947368421
blind,human_similarity_skin,beaver,gorilla,0.2631578947368421
blind,human_similarity_skin,beaver,grizzly,0.5789473684210527
blind,human_similarity_skin,beaver,hippo,0.15789473684210525
blind,human_similarity_skin,beaver,killerwhale,0.10526315789473684
blind,human_similarity_skin,beaver,lion,0.47368421052631576
blind,human_similarity_skin,beaver,llama,0.42105263157894735
blind,human_similarity_skin,beaver,mammoth,0.3157894736842105
blind,human_similarity_skin,beaver,panda,0.47368421052631576
blind,human_similarity_skin,beaver,panther,0.5263157894736842
blind,human_similarity_skin,beaver,pig,0.2631578947368421
blind,human_similarity_skin,beaver,pigeon,0.05263157894736842
blind,human_similarity_skin,beaver,polarbear,0.5789473684210527
blind,human_similarity_skin,beaver,rhino,0.15789473684210525
blind,human_similarity_skin,beaver,shark,0.10526315789473684
blind,human_similarity_skin,beaver,sheep,0.3684210526315789
blind,human_similarity_skin,beaver,skunk,0.47368421052631576
blind,human_similarity_skin,beaver,sloth,0.3157894736842105
blind,human_similarity_skin,beaver,swan,0.21052631578947367
blind,human_similarity_skin,beaver,zebra,0.3684210526315789
blind,human_similarity_skin,boar,cheetah,0.47368421052631576
blind,human_similarity_skin,boar,crow,0
blind,human_similarity_skin,boar,deer,0.3684210526315789
blind,human_similarity_skin,boar,dolphin,0.05263157894736842
blind,human_similarity_skin,boar,elephant,0.47368421052631576
blind,human_similarity_skin,boar,flamingo,0
blind,human_similarity_skin,boar,giraffe,0.3157894736842105
blind,human_similarity_skin,boar,goat,0.5263157894736842
blind,human_similarity_skin,boar,gorilla,0.47368421052631576
blind,human_similarity_skin,boar,grizzly,0.21052631578947367
blind,human_similarity_skin,boar,hippo,0.47368421052631576
blind,human_similarity_skin,boar,killerwhale,0.05263157894736842
blind,human_similarity_skin,boar,lion,0.3157894736842105
blind,human_similarity_skin,boar,llama,0.3684210526315789
blind,human_similarity_skin,boar,mammoth,0.3157894736842105
blind,human_similarity_skin,boar,panda,0.3157894736842105
blind,human_similarity_skin,boar,panther,0.3157894736842105
blind,human_similarity_skin,boar,pig,0.6842105263157895
blind,human_similarity_skin,boar,pigeon,0.05263157894736842
blind,human_similarity_skin,boar,polarbear,0.15789473684210525
blind,human_similarity_skin,boar,rhino,0.5263157894736842
blind,human_similarity_skin,boar,shark,0.05263157894736842
blind,human_similarity_skin,boar,sheep,0.3157894736842105
blind,human_similarity_skin,boar,skunk,0.42105263157894735
blind,human_similarity_skin,boar,sloth,0.15789473684210525
blind,human_similarity_skin,boar,swan,0.10526315789473684
blind,human_similarity_skin,boar,zebra,0.5789473684210527
blind,human_similarity_skin,cheetah,crow,0
blind,human_similarity_skin,cheetah,deer,0.7368421052631579
blind,human_similarity_skin,cheetah,dolphin,0
blind,human_similarity_skin,cheetah,elephant,0.2631578947368421
blind,human_similarity_skin,cheetah,flamingo,0
blind,human_similarity_skin,cheetah,giraffe,0.5263157894736842
blind,human_similarity_skin,cheetah,goat,0.5789473684210527
blind,human_similarity_skin,cheetah,gorilla,0.42105263157894735
blind,human_similarity_skin,cheetah,grizzly,0.42105263157894735
blind,human_similarity_skin,cheetah,hippo,0.3684210526315789
blind,human_similarity_skin,cheetah,killerwhale,0
blind,human_similarity_skin,cheetah,lion,0.7894736842105263
blind,human_similarity_skin,cheetah,llama,0.3684210526315789
blind,human_similarity_skin,cheetah,mammoth,0.2631578947368421
