C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av
Touch,Sight,Touch,Sight,Perception,feel,gaze,1,1,4,1,4,3,2,1,1,1,1,1,5,1,1,2,1,2,3,2,1,1,1,1,1,1,1,6,1,6,,1,1,1,1,3,3,1,1,3,1,7,1,4,5,2,6,1.392857143
Touch,Sight,Touch,Sight,Perception,feel,glance,1,1,3,1,2,2,3,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,2,1,1,5,1,1,,1,1,1,1,3,4,1,1,1,1,7,2,1,1,1,5,1.913043478
Touch,Sight,Touch,Sight,Perception,feel,glimpse,1,2,4,1,3,1,2,1,2,1,1,1,4,2,1,1,1,1,2,2,1,1,2,1,1,1,1,6,2,1,,2,2,1,1,3,2,4,1,2,1,7,1,1,2,1,5,1.923076923
Touch,Touch,Touch,Touch,Perception,feel,grip,5,7,4,1,5,4,2,6,6,2,7,1,6,3,1,7,4,4,3,2,4,3,4,2,2,2,4,5,4,3,,2,3,5,1,4,2,6,4,4,4,4,4,1,3,4,4,3.866666667
Touch,Amodal,Touch,Amodal,Perception,feel,identify,1,2,4,2,4,4,2,1,3,1,1,1,5,3,6,2,1,4,3,2,1,1,1,2,2,7,2,6,3,6,,2,3,1,1,3,1,4,1,3,1,7,4,1,5,1,6,2.52173913
Touch,Amodal,Touch,Mental,Perception,feel,imagine,1,2,5,1,5,2,2,4,2,1,2,1,6,4,7,6,4,2,5,1,1,1,3,3,1,3,4,4,5,4,,1,2,1,1,3,4,5,1,2,1,7,1,4,4,2,6,3
Touch,Amodal,Touch,Amodal,Perception,feel,investigate,1,2,4,1,4,1,3,3,2,1,1,1,5,1,1,3,2,4,4,2,1,1,1,2,1,5,2,6,3,1,,1,1,5,1,3,4,6,1,3,1,7,1,4,4,1,7,2.608695652
Touch,Amodal,Touch,Mental,Perception,feel,know,4,7,5,2,5,3,5,2,5,1,1,1,5,4,7,1,1,3,4,3,1,1,4,2,2,2,2,6,4,5,,5,1,4,1,3,1,4,1,5,1,1,1,1,6,1,4,2.961538462
Touch,Amodal,Touch,Amodal,Perception,feel,learn,4,1,4,5,4,2,2,1,2,1,1,1,4,3,1,1,1,2,4,2,1,1,1,1,1,1,2,6,1,4,,3,1,5,1,3,5,1,1,4,1,7,3,1,2,1,6,2.15625
Touch,Sight,Touch,Sight,Perception,feel,leer,1,1,4,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,2,2,1,1,1,1,2,1,1,,2,1,1,1,2,1,4,1,2,1,7,1,1,1,1,7,1.766666667
Touch,Amodal,Touch,Mental,Perception,feel,like,1,2,2,5,6,3,2,3,1,1,5,1,4,3,2,2,1,2,5,2,1,1,2,2,2,2,3,5,3,1,,1,1,1,1,3,4,4,2,3,1,1,1,1,4,1,1,3.333333333
Touch,Sight,Touch,Sight,Perception,feel,look,1,3,5,1,4,1,2,2,3,1,7,1,5,2,7,1,2,2,2,2,1,1,2,1,5,1,2,7,1,7,,3,2,5,2,4,6,4,1,6,1,7,1,4,1,1,7,1.888888889
Touch,Amodal,Touch,Mental,Perception,feel,memorize,3,2,5,1,4,2,3,1,6,1,1,1,4,2,1,1,1,1,1,2,1,1,2,1,1,1,4,5,2,1,,1,1,5,1,4,6,1,1,3,1,7,2,4,3,1,5,1.857142857
Touch,Amodal,Touch,Amodal,Perception,feel,note,1,1,5,1,5,3,2,1,5,1,1,1,5,3,1,1,2,2,3,2,1,1,1,2,2,5,2,5,3,1,,1,1,1,1,4,2,4,1,4,2,3,1,1,5,1,6,2.47826087
Touch,Amodal,Touch,Amodal,Perception,feel,notice,2,2,7,1,5,2,2,2,4,1,3,1,5,4,3,1,1,2,3,2,1,4,2,1,4,1,3,5,4,3,,4,2,4,1,4,3,4,1,4,1,1,1,4,2,4,6,2.346153846
Touch,Touch,Touch,Touch,Perception,feel,nudge,1,2,4,1,4,2,2,5,3,1,3,1,5,4,2,5,5,5,3,3,4,1,5,2,1,2,2,5,3,2,,5,4,1,1,3,2,6,2,5,1,5,4,1,2,2,4,3.137931034
Touch,Touch,Touch,Touch,Perception,feel,pat,6,3,4,2,6,4,2,7,5,7,1,1,6,5,1,1,5,5,5,3,6,1,5,4,2,2,7,5,4,1,,3,3,5,3,3,3,6,2,4,7,4,7,4,4,3,4,3.961538462
Touch,Sight,Touch,Sight,Perception,feel,peek,1,1,1,1,3,1,2,1,1,1,1,1,4,1,2,1,1,2,2,2,1,1,2,1,1,1,1,6,1,1,,1,1,1,1,2,5,3,1,2,1,4,1,1,1,1,5,1.615384615
Touch,Sight,Touch,Sight,Perception,feel,peer,1,1,3,1,2,2,2,1,1,1,1,1,5,1,1,1,1,1,3,2,1,1,2,1,2,1,1,3,1,1,,2,1,1,2,3,3,4,1,2,1,7,1,1,1,1,6,1.846153846
Touch,Amodal,Touch,Amodal,Perception,feel,perceive,6,4,6,5,6,4,4,1,5,1,1,1,6,5,7,2,4,5,3,2,3,2,5,6,2,1,5,6,3,5,,4,3,6,3,5,4,5,1,4,1,7,3,4,5,1,7,4.3
Touch,Touch,Touch,Touch,Perception,feel,pet,1,3,5,5,3,5,4,7,5,1,6,4,6,5,7,7,5,5,6,3,5,1,6,4,2,1,5,6,4,5,,5,3,7,2,4,1,6,3,4,4,7,7,7,4,4,5,4.185185185
Touch,Touch,Touch,Touch,Perception,feel,pinch,5,4,4,5,6,3,2,4,6,2,5,1,6,4,7,5,4,3,4,2,6,1,1,2,2,2,3,6,1,1,,1,3,6,2,3,2,6,1,4,4,6,5,1,3,2,7,2.956521739
Touch,Amodal,Touch,Mental,Perception,feel,plan,1,2,1,1,5,1,1,2,1,1,1,1,4,1,1,2,1,2,2,1,1,1,2,2,1,3,1,5,1,1,,1,1,1,1,3,2,1,1,1,2,4,1,1,4,1,1,1.461538462
Touch,Touch,Touch,Touch,Perception,feel,prod,6,2,4,2,5,1,4,6,4,5,6,4,6,4,2,4,3,6,5,3,4,1,2,2,3,1,7,5,4,1,,3,4,4,1,4,3,6,1,4,2,5,4,3,2,2,3,2.888888889
Touch,Amodal,Touch,Amodal,Perception,feel,question,1,1,4,1,6,2,3,5,1,1,5,1,4,2,1,1,2,4,3,2,1,1,2,1,2,4,2,5,1,3,,1,1,1,1,1,6,3,1,3,1,4,1,1,3,2,5,1.967741935
Touch,Amodal,Touch,Amodal,Perception,feel,recognize,1,4,6,2,3,3,4,3,2,1,1,2,3,1,2,1,2,5,3,2,1,1,2,3,1,6,5,4,3,3,,2,1,5,1,4,4,4,1,4,2,7,4,4,4,2,5,2.517241379
Touch,Amodal,Touch,Mental,Perception,feel,recollect,5,1,2,5,3,2,2,1,5,1,1,1,5,2,1,1,1,2,3,2,1,2,2,1,2,1,2,4,2,1,,1,1,5,1,3,3,4,1,4,1,7,3,1,5,1,1,2.666666667
Touch,Amodal,Touch,Mental,Perception,feel,remember,1,2,5,4,5,2,4,1,2,1,1,1,5,1,1,1,1,6,3,1,1,1,2,2,1,4,2,4,1,2,,2,1,1,1,3,3,4,1,5,1,7,1,1,3,3,6,2.448275862
Touch,Touch,Touch,Touch,Perception,feel,rub,1,6,4,5,4,3,2,7,6,6,7,4,6,6,7,5,4,5,6,2,5,1,5,2,3,3,7,6,3,4,,3,5,5,3,4,2,7,3,5,4,7,6,4,2,1,6,4.074074074
Touch,Sight,Touch,Sight,Perception,feel,scan,1,1,4,5,4,1,3,1,2,1,1,1,5,1,2,2,1,5,2,2,1,1,2,1,1,5,7,6,3,6,,1,2,1,1,3,3,5,1,4,1,7,,1,3,1,7,2.107142857
Touch,Touch,Touch,Touch,Perception,feel,scrape,1,1,3,2,5,3,4,2,4,1,1,1,5,1,2,1,2,5,5,2,1,1,2,2,1,1,1,5,3,1,,1,2,1,1,1,1,3,1,3,1,7,4,1,1,1,3,2.086956522
Touch,Amodal,Touch,Amodal,Perception,feel,scrutinize,1,3,4,1,5,3,2,1,1,1,1,1,4,2,1,1,1,3,2,1,1,2,2,4,1,1,3,5,3,1,,1,2,4,1,3,5,4,1,6,1,7,3,4,4,1,7,2.333333333
Touch,Amodal,Touch,Amodal,Perception,feel,search,4,1,3,1,6,1,3,1,4,1,1,1,5,2,1,1,3,1,4,3,1,1,2,1,1,3,2,6,3,1,,1,2,1,1,5,3,4,1,4,1,7,1,1,1,1,6,2.766666667
Touch,Sight,Touch,Sight,Perception,feel,see,1,2,4,6,3,3,3,1,2,1,1,1,4,2,5,1,5,3,4,2,6,1,2,1,1,7,5,6,3,6,,3,2,5,1,3,7,5,3,4,2,7,4,1,4,1,7,2
Touch,Sight,Touch,Sight,Perception,feel,spot,4,3,2,1,3,2,3,1,1,1,1,1,4,2,1,1,1,1,2,1,1,1,2,1,2,1,3,4,1,1,,1,1,5,1,3,2,4,1,2,1,1,1,4,1,1,4,1.869565217
Touch,Sight,Touch,Sight,Perception,feel,stare,1,1,2,1,4,3,2,1,1,1,1,1,3,1,1,1,1,3,2,2,1,1,2,2,1,1,1,6,1,1,,1,1,1,1,2,4,1,1,4,1,7,1,1,3,1,6,1.571428571
Touch,Touch,Touch,Touch,Perception,feel,stroke,1,5,6,4,4,4,4,7,5,4,1,1,5,6,7,1,6,6,4,4,4,1,7,3,4,5,7,6,4,3,,6,6,6,3,1,7,7,6,6,4,7,5,7,4,1,6,5.08
Touch,Amodal,Touch,Amodal,Perception,feel,study,1,1,4,2,4,3,2,1,1,1,1,1,5,1,1,1,1,3,2,2,1,1,2,1,1,1,6,6,2,5,,1,1,1,1,3,5,4,1,4,1,6,1,4,5,1,7,2.615384615
Touch,Touch,Touch,Touch,Perception,feel,tap,1,4,4,1,4,3,3,4,7,7,5,1,5,6,1,1,2,3,3,2,4,3,3,3,1,1,6,6,4,4,,2,3,6,2,3,1,7,1,4,6,4,6,1,1,4,3,2.965517241
Touch,Amodal,Touch,Mental,Perception,feel,think,1,1,5,4,4,4,2,1,1,1,1,1,5,4,7,2,3,5,5,2,1,1,3,2,1,3,6,4,3,4,,3,1,1,1,3,4,4,1,6,4,7,7,1,4,1,5,2.666666667
Touch,Touch,Touch,Touch,Perception,feel,tickle,1,5,3,3,5,2,2,5,5,1,1,1,4,3,7,6,2,3,4,2,5,3,2,4,2,1,6,5,3,1,,1,3,1,2,6,6,6,3,3,4,3,6,1,2,2,3,4.444444444
Touch,Amodal,Touch,Mental,Perception,feel,tolerate,1,1,1,6,4,1,2,1,1,1,1,1,4,1,1,1,1,1,3,1,3,1,2,2,3,2,2,2,2,1,,1,1,1,1,2,1,4,1,3,1,1,1,1,3,1,1,2.333333333
Touch,Touch,Touch,Touch,Perception,feel,touch,1,4,7,5,7,6,4,6,1,7,7,2,6,7,7,6,6,7,7,6,7,1,5,7,6,7,7,7,4,7,,7,6,7,6,7,4,7,7,6,7,7,7,7,7,7,7,6.37037037
Touch,Amodal,Touch,Mental,Perception,feel,understand,4,7,4,5,5,4,2,3,5,1,1,1,5,3,7,2,1,4,4,2,1,1,4,3,1,1,4,6,3,4,,5,2,4,1,3,2,4,1,6,1,7,4,2,5,1,6,3.296296296
Touch,Sight,Touch,Sight,Perception,feel,view,1,1,4,5,4,3,3,3,1,1,1,1,5,1,3,1,1,4,2,2,1,1,2,1,1,5,6,5,1,4,,1,1,1,1,3,4,4,1,3,3,7,4,1,3,1,7,2.064516129
Touch,Sight,Touch,Sight,Perception,feel,watch,1,7,4,2,2,1,4,1,1,1,1,1,5,1,1,1,1,2,3,2,1,1,2,1,2,1,2,5,1,1,,2,2,1,1,3,4,4,1,1,1,7,4,1,2,1,7,2.333333333
Sight,Sight,Sight,Sight,Perception,gawk,gaze,6,7,6,6,2,5,4,3,6,7,2,4,6,3,6,5,5,5,4,4,3,2,5,3,4,1,5,6,4,5,,4,6,5,6,6,1,6,2,5,6,7,4,4,1,3,5,4.608695652
Sight,Sight,Sight,Sight,Perception,gawk,glance,6,4,4,3,1,2,1,5,2,2,2,2,5,3,3,7,3,4,3,2,6,1,2,3,1,2,2,5,3,1,,2,4,5,5,5,2,6,1,4,3,1,,4,3,2,2,3.807692308
Sight,Sight,Sight,Sight,Perception,gawk,glimpse,4,6,4,6,5,2,1,4,5,2,3,4,5,5,6,3,4,6,4,1,4,1,3,4,2,2,4,4,3,1,,2,2,1,3,6,1,6,3,2,5,1,1,7,3,3,1,3.225806452
Sight,Touch,Sight,Touch,Perception,gawk,grip,1,1,2,1,3,1,2,1,1,1,1,1,3,1,1,1,1,3,4,2,1,1,2,1,1,1,1,3,1,1,,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,6,1.346153846
Sight,Amodal,Sight,Amodal,Perception,gawk,identify,3,4,1,1,3,1,2,1,1,1,1,1,4,1,3,1,1,3,2,1,1,1,2,1,2,1,1,5,3,1,,3,1,1,1,3,1,4,1,2,1,6,1,1,1,1,5,1.923076923
Sight,Amodal,Sight,Mental,Perception,gawk,imagine,1,2,1,1,4,1,6,3,3,1,1,1,3,3,2,2,1,3,3,2,1,1,1,2,2,1,3,4,3,1,,1,1,1,1,4,1,6,1,3,3,1,1,1,2,1,1,2.518518519
Sight,Amodal,Sight,Amodal,Perception,gawk,investigate,1,1,3,6,5,3,3,4,2,1,1,1,4,1,3,2,3,6,2,1,3,2,3,3,3,2,4,6,3,3,,1,1,1,2,5,1,7,1,2,1,6,3,4,1,1,3,2.52173913
Sight,Amodal,Sight,Mental,Perception,gawk,know,1,1,3,1,2,1,1,2,3,1,1,1,4,1,2,1,1,5,2,1,1,1,1,1,1,2,1,5,1,1,,1,1,1,1,1,3,4,1,1,1,7,1,1,1,1,1,2.076923077
Sight,Amodal,Sight,Amodal,Perception,gawk,learn,1,1,4,1,2,1,3,1,3,1,1,1,3,1,1,1,1,3,5,1,1,1,3,1,1,2,4,4,1,1,,1,1,1,1,1,2,4,1,3,1,7,1,1,1,1,1,2
Sight,Sight,Sight,Sight,Perception,gawk,leer,3,6,6,5,4,5,6,5,5,5,2,7,6,7,7,3,6,6,6,2,4,1,1,7,4,5,5,6,7,6,,6,6,5,6,5,1,7,3,6,5,7,4,7,3,2,7,4.129032258
Sight,Amodal,Sight,Mental,Perception,gawk,like,1,1,4,1,4,3,4,3,1,1,1,1,3,2,1,1,3,3,2,1,1,1,3,2,1,1,4,6,4,1,,1,1,1,1,2,2,3,1,1,1,7,1,1,1,1,6,2
Sight,Sight,Sight,Sight,Perception,gawk,look,3,7,5,6,2,4,3,6,6,3,6,3,5,6,7,7,5,6,5,4,3,1,5,6,2,3,5,5,5,6,,6,4,1,6,5,2,6,5,4,4,7,4,7,3,3,5,4.433333333
Sight,Amodal,Sight,Mental,Perception,gawk,memorize,1,1,2,1,4,1,1,1,4,1,1,1,5,1,1,2,1,5,3,1,1,1,2,1,1,2,3,5,3,1,,1,1,1,1,2,1,4,1,1,2,7,1,1,1,1,5,1.826086957
Sight,Amodal,Sight,Amodal,Perception,gawk,note,4,4,4,1,3,1,4,3,5,1,1,1,5,2,6,3,4,5,4,1,4,1,2,2,1,2,3,5,3,1,,1,2,1,1,3,1,5,1,2,5,3,1,4,1,1,2,2.407407407
Sight,Amodal,Sight,Amodal,Perception,gawk,notice,4,7,3,5,6,2,4,3,4,3,1,1,4,5,6,2,5,5,3,3,4,3,2,4,4,4,4,5,4,4,,1,2,1,1,3,1,6,2,2,4,1,1,4,4,3,2,3.633333333
Sight,Touch,Sight,Touch,Perception,gawk,nudge,1,4,1,1,4,3,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,3,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2.25
Sight,Touch,Sight,Touch,Perception,gawk,pat,1,2,2,1,4,1,2,1,1,1,1,1,3,1,1,1,1,3,2,1,5,1,2,1,2,1,1,4,1,1,,1,1,1,1,2,1,1,1,1,2,6,1,1,1,1,4,1.8
Sight,Sight,Sight,Sight,Perception,gawk,peek,4,4,4,4,4,3,1,3,4,3,1,1,5,2,7,1,4,6,5,2,6,1,2,3,2,2,5,5,5,3,,4,3,1,3,4,1,6,1,4,1,1,4,4,2,4,1,3.793103448
Sight,Sight,Sight,Sight,Perception,gawk,peer,1,6,6,6,6,3,6,5,6,3,1,2,6,4,1,1,5,6,5,3,3,1,2,3,4,3,7,5,5,1,,4,5,1,5,6,1,6,4,4,3,7,1,1,4,2,6,3.652173913
Sight,Amodal,Sight,Amodal,Perception,gawk,perceive,2,1,4,1,3,2,1,1,6,1,5,4,5,1,6,1,5,6,4,2,3,1,2,2,2,1,1,4,1,1,,1,2,1,1,2,3,5,1,1,7,4,1,4,1,2,6,2.846153846
Sight,Touch,Sight,Touch,Perception,gawk,pet,1,1,4,1,4,1,2,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,2,1,1,2,6,4,3,1,,1,1,1,1,2,1,3,1,1,1,7,1,1,1,1,7,1.620689655
Sight,Touch,Sight,Touch,Perception,gawk,pinch,1,1,2,1,3,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,4,2,7,3,1,1,1,5,1.652173913
Sight,Amodal,Sight,Mental,Perception,gawk,plan,1,1,1,1,4,1,5,2,1,1,2,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,2,4,3,1,,1,1,1,1,2,1,4,1,1,1,7,1,1,2,1,1,1.625
Sight,Touch,Sight,Touch,Perception,gawk,prod,1,1,1,1,5,2,4,1,1,1,4,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,5,1,,1,1,1,1,2,1,1,1,4,3,7,4,1,1,1,5,1.884615385
Sight,Amodal,Sight,Amodal,Perception,gawk,question,3,1,2,5,4,3,2,1,4,1,1,1,4,1,1,2,1,5,2,1,1,1,1,1,2,1,2,4,3,1,,1,1,1,1,2,1,4,1,3,1,7,2,1,3,4,2,1.956521739
Sight,Amodal,Sight,Amodal,Perception,gawk,recognize,3,2,2,2,4,3,2,2,2,1,5,1,5,3,1,5,2,4,3,2,4,2,2,2,2,4,3,5,3,1,,2,1,5,1,2,1,5,2,1,1,4,1,4,2,1,3,2.740740741
Sight,Amodal,Sight,Mental,Perception,gawk,recollect,1,1,3,1,4,1,2,4,4,4,1,1,5,1,1,2,1,4,2,1,1,1,2,1,1,3,1,4,3,1,,1,1,1,1,2,1,4,1,1,2,7,1,1,2,1,1,2.032258065
Sight,Amodal,Sight,Mental,Perception,gawk,remember,1,1,1,2,4,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,,1,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1.347826087
Sight,Touch,Sight,Touch,Perception,gawk,rub,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,1,1,,1,1,1,1,2,3,1,1,1,2,7,1,1,1,1,6,1.4
Sight,Sight,Sight,Sight,Perception,gawk,scan,4,4,3,6,4,1,3,4,1,1,1,2,5,2,3,3,3,5,2,3,5,2,1,3,3,1,5,4,3,3,,3,4,1,3,2,1,6,1,4,4,1,1,7,2,1,2,2.695652174
Sight,Touch,Sight,Touch,Perception,gawk,scrape,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,1,1,1,7,3,1,1,1,1,2.090909091
Sight,Amodal,Sight,Amodal,Perception,gawk,scrutinize,5,5,4,5,5,3,2,4,5,4,1,4,6,2,7,2,6,5,4,4,5,3,4,3,2,4,1,6,5,4,,5,3,1,2,2,1,7,4,6,2,7,4,7,2,3,5,3.782608696
Sight,Amodal,Sight,Amodal,Perception,gawk,search,4,2,4,6,3,1,3,4,2,1,6,1,5,1,6,4,4,6,4,2,1,1,2,2,1,2,4,4,1,1,,1,1,1,1,3,1,4,1,2,2,7,1,7,2,1,3,2.878787879
Sight,Sight,Sight,Sight,Perception,gawk,see,4,6,5,4,5,4,4,5,2,5,6,1,6,3,6,6,4,6,4,2,4,3,4,2,2,2,6,5,3,4,,4,4,5,5,5,2,6,2,3,3,5,4,4,2,1,4,4.814814815
Sight,Sight,Sight,Sight,Perception,gawk,spot,4,4,4,3,6,2,2,3,2,2,1,2,5,2,1,6,3,5,3,1,4,2,2,3,2,2,2,4,4,1,,2,1,1,2,3,1,6,1,1,7,1,3,1,3,1,3,3.266666667
Sight,Sight,Sight,Sight,Perception,gawk,stare,6,7,7,7,6,5,2,6,6,7,7,5,6,1,7,5,7,6,5,7,4,2,7,7,7,6,6,7,6,6,,7,7,7,6,6,4,7,7,7,7,7,3,7,4,6,7,6.64
Sight,Touch,Sight,Touch,Perception,gawk,stroke,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,5,1,1,,1,1,1,1,3,1,3,1,1,1,7,1,1,1,1,6,2.464285714
Sight,Amodal,Sight,Amodal,Perception,gawk,study,3,1,4,6,4,1,4,5,4,3,1,1,5,1,1,2,5,5,5,2,5,1,4,1,2,1,4,6,3,4,,1,1,1,1,2,2,6,1,1,1,7,4,4,1,3,5,2.086956522
Sight,Touch,Sight,Touch,Perception,gawk,tap,1,1,1,4,4,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2.111111111
Sight,Amodal,Sight,Mental,Perception,gawk,think,1,1,3,1,4,1,1,1,1,1,1,1,3,1,2,1,1,3,2,1,1,1,1,1,1,2,3,4,3,1,,2,1,1,1,1,1,4,1,1,1,7,2,1,1,1,1,1.933333333
Sight,Touch,Sight,Touch,Perception,gawk,tickle,2,1,1,1,5,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.4
Sight,Amodal,Sight,Mental,Perception,gawk,tolerate,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,,1,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,1.695652174
Sight,Touch,Sight,Touch,Perception,gawk,touch,1,1,2,1,4,1,2,1,1,1,1,1,4,1,1,1,1,4,2,1,1,1,1,1,1,1,1,5,2,1,,1,1,1,1,2,1,5,1,1,2,7,,1,1,1,3,1.615384615
Sight,Amodal,Sight,Mental,Perception,gawk,understand,2,1,4,1,2,2,2,1,3,1,1,1,4,1,1,1,4,6,2,1,1,1,1,1,1,2,2,5,1,1,,1,1,1,1,2,1,4,1,1,5,7,2,1,1,1,1,1.740740741
Sight,Sight,Sight,Sight,Perception,gawk,view,2,7,4,6,4,4,2,6,6,4,4,3,5,1,3,6,4,6,4,3,5,3,4,4,4,2,4,6,3,6,,3,5,7,5,3,1,6,2,3,1,5,3,4,5,1,4,3.818181818
Sight,Sight,Sight,Sight,Perception,gawk,watch,5,7,4,4,4,5,3,7,5,3,5,2,5,7,6,3,1,5,5,3,6,3,4,6,4,4,5,6,4,5,,5,5,6,5,7,1,7,5,4,4,7,1,5,3,3,5,3.869565217
Sight,Sight,Sight,Sight,Perception,gaze,glance,4,5,4,3,5,2,1,7,4,3,4,7,5,4,6,4,4,7,4,2,6,2,3,7,3,4,5,7,4,4,,4,4,1,4,5,3,6,3,3,4,1,7,4,4,2,4,4.962962963
Sight,Sight,Sight,Sight,Perception,gaze,glimpse,4,6,4,6,4,2,3,6,6,3,3,4,6,4,7,4,3,6,5,2,6,1,3,7,3,3,3,6,4,3,,4,3,5,4,5,3,6,3,4,4,1,6,1,3,4,1,4.433333333
Sight,Touch,Sight,Touch,Perception,gaze,grip,1,4,1,2,5,3,5,1,1,1,3,1,4,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,2,1,3,1,1,1,7,1,1,3,1,6,1.925925926
Sight,Amodal,Sight,Amodal,Perception,gaze,identify,3,4,3,2,3,3,3,2,2,1,1,1,5,3,2,1,1,5,3,3,5,1,2,3,3,2,4,6,1,1,,1,1,5,1,4,2,6,1,2,1,7,1,4,4,4,4,2.607142857
Sight,Amodal,Sight,Mental,Perception,gaze,imagine,1,5,2,6,3,2,3,1,4,1,2,1,4,3,7,1,1,3,4,2,1,1,1,1,2,2,2,5,3,1,,1,1,1,1,4,3,4,1,4,3,1,3,1,3,4,3,2.555555556
Sight,Amodal,Sight,Amodal,Perception,gaze,investigate,5,4,4,5,5,5,2,1,1,1,1,1,5,4,6,2,1,5,3,2,1,1,3,4,1,3,5,6,3,3,,1,2,1,2,6,1,6,1,2,2,7,1,7,3,3,4,3.071428571
Sight,Amodal,Sight,Mental,Perception,gaze,know,1,2,3,1,5,4,1,1,2,1,1,4,4,2,1,4,4,3,3,2,1,1,2,1,1,3,1,5,1,2,,2,1,1,1,3,1,4,1,3,1,7,1,1,5,1,1,2.212121212
Sight,Amodal,Sight,Amodal,Perception,gaze,learn,2,4,3,1,4,3,3,1,3,1,1,1,4,2,1,3,1,3,3,1,1,2,1,1,2,2,2,6,1,1,,1,1,4,1,3,3,5,1,2,2,7,1,1,4,1,3,2.260869565
Sight,Sight,Sight,Sight,Perception,gaze,leer,3,7,4,6,5,4,2,1,1,6,4,1,6,3,6,1,5,5,4,1,3,1,1,3,3,2,6,5,4,3,,4,5,6,6,6,1,6,2,4,7,7,3,4,4,3,5,3.941176471
Sight,Amodal,Sight,Mental,Perception,gaze,like,3,2,2,1,4,1,3,1,1,1,1,1,4,3,1,1,3,3,4,1,1,1,2,1,2,3,3,4,3,1,,1,1,4,1,3,2,3,1,2,1,7,5,4,1,1,7,1.913043478
Sight,Sight,Sight,Sight,Perception,gaze,look,6,7,6,4,5,4,2,6,6,5,5,7,6,5,3,7,4,6,6,4,5,4,6,7,6,4,7,7,4,7,,4,6,7,6,5,4,7,6,5,7,7,6,7,6,1,6,5.625
Sight,Amodal,Sight,Mental,Perception,gaze,memorize,2,4,3,2,5,3,5,1,3,1,1,1,4,2,1,2,2,3,3,1,1,1,2,1,2,2,4,5,1,3,,1,1,5,1,3,1,5,1,3,1,7,2,1,2,1,4,2.304347826
Sight,Amodal,Sight,Amodal,Perception,gaze,note,5,2,4,5,5,4,4,1,5,3,1,1,5,2,2,3,4,5,4,2,3,2,4,2,2,5,2,5,3,2,,1,2,1,1,3,3,6,1,5,4,1,4,4,4,3,4,2.785714286
Sight,Amodal,Sight,Amodal,Perception,gaze,notice,4,6,4,5,5,2,1,4,5,4,3,4,5,5,6,5,3,6,4,2,6,1,4,2,3,3,6,6,3,3,,2,2,4,4,5,5,6,1,3,4,1,6,7,5,2,4,3.56
Sight,Touch,Sight,Touch,Perception,gaze,nudge,1,1,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,1,2,1,1,1,1,5,1,1,,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,3,1.620689655
Sight,Touch,Sight,Touch,Perception,gaze,pat,1,1,1,2,5,1,5,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,,1,1,1,1,2,1,1,1,4,1,4,1,1,3,1,4,1.555555556
Sight,Sight,Sight,Sight,Perception,gaze,peek,3,6,4,4,6,4,1,5,4,3,1,4,6,5,6,5,3,6,5,3,6,1,3,4,3,2,7,6,4,3,,4,4,5,3,5,2,6,2,4,,1,4,4,2,2,1,4.47826087
