C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av
Sound,Sound,Sanim,Sanim,Emission,bellow,growl,1,6,4,4,5,1,3,6,4,4,4,,5,6,7,4,4,5,5,6,3,1,5,4,4,2,4,5,5,4,5,4,3,1,3,5,6,5,3,3,4,3,4,4,3,1,5,3.515151515
Sound,Sound,Sanim,Sanim,Emission,bellow,grumble,1,5,3,2,6,1,2,2,6,1,5,,5,1,6,1,3,4,4,5,3,1,1,2,1,2,4,6,4,2,3,1,2,1,2,5,1,6,2,2,2,1,3,4,2,1,1,2.973684211
Sound,Sound,Sanim,Sanim,Emission,bellow,grunt,1,5,5,4,5,1,3,2,6,1,1,,6,3,1,3,3,3,2,3,3,1,3,3,3,2,4,5,4,1,4,3,2,4,1,4,1,6,2,4,3,1,1,4,2,1,1,3.324324324
Sound,Sound,Sanim,Sinanim,Emission,bellow,gurgle,1,5,3,4,5,1,2,1,3,1,5,,5,2,1,2,2,3,3,2,1,1,2,1,2,2,3,4,1,2,3,1,3,1,1,3,1,6,1,2,1,1,1,1,3,1,1,2.243243243
Sound,Sound,Sanim,Sinanim,Emission,bellow,hiss,1,2,3,4,4,3,2,1,1,1,7,,4,2,1,1,3,3,2,2,3,1,1,3,3,2,3,5,2,1,2,1,2,1,1,3,3,5,1,2,4,1,3,1,2,2,2,2.567567568
Sound,Sound,Sanim,Sanim,Emission,bellow,howl,6,5,5,6,5,7,2,6,6,7,7,,5,6,3,4,5,5,5,3,5,2,3,2,6,3,6,6,4,5,5,6,2,5,5,6,7,7,3,6,7,7,7,5,4,1,6,4.810810811
Sound,Sound,Sanim,Sanim,Emission,bellow,moan,1,5,4,5,5,1,5,2,6,1,4,,5,5,3,1,3,3,4,5,3,1,2,3,1,2,7,6,4,2,5,4,3,1,3,4,1,6,1,2,3,1,3,4,3,2,3,3.514285714
Sound,Sound,Sanim,Sanim,Emission,bellow,mutter,1,3,4,4,4,1,3,2,6,3,2,,5,2,1,3,2,4,4,2,4,1,2,2,1,2,5,5,4,2,2,3,2,1,1,4,1,7,1,3,1,1,3,1,2,1,1,2.486486486
Sound,Light,Sanim,Light,Emission,bellow,shimmer,1,1,1,2,4,3,1,2,1,1,1,,2,1,1,1,1,2,3,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1.702702703
Sound,Light,Sanim,Light,Emission,bellow,shine,1,1,1,4,3,3,1,4,1,1,1,,2,1,2,1,6,1,2,1,1,1,1,2,1,1,3,2,3,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1.638888889
Sound,Sound,Sanim,Sanim,Emission,bellow,shout,5,5,6,7,5,6,4,6,6,6,6,,7,6,6,6,6,6,6,7,5,4,6,6,6,6,7,6,5,4,7,7,4,1,6,5,7,7,7,7,7,7,7,7,5,1,6,5.815789474
Sound,Sound,Sanim,Sinanim,Emission,bellow,sizzle,1,3,4,5,3,3,1,2,2,1,1,,4,1,1,1,2,3,2,2,1,1,2,3,1,1,1,4,3,1,1,1,2,1,1,4,2,4,1,2,1,3,1,1,1,1,1,1.864864865
Sound,Light,Sanim,Light,Emission,bellow,sparkle,1,1,2,1,1,3,1,1,1,1,1,,2,1,1,1,1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1.735294118
Sound,Sound,Sanim,Sanim,Emission,bellow,squawk,1,4,4,3,3,4,3,3,6,4,5,,5,1,1,3,4,4,2,2,1,4,2,6,1,2,6,5,3,2,5,5,2,1,3,3,3,4,2,6,5,2,4,4,4,6,3,3.441176471
Sound,Sound,Sanim,Sinanim,Emission,bellow,squeak,1,3,3,4,3,1,2,3,4,1,1,,4,2,1,3,2,3,2,2,4,1,1,2,1,2,3,2,1,2,3,1,3,1,1,4,1,7,1,2,1,1,3,2,3,1,1,2.828571429
Sound,Sound,Sanim,Sinanim,Emission,bellow,twang,1,4,4,2,2,1,2,2,1,1,3,,3,1,1,1,2,3,1,3,1,1,2,1,1,1,4,4,4,1,1,1,3,2,1,2,1,4,1,1,1,3,2,1,3,1,2,2.054054054
Sound,Light,Sanim,Light,Emission,bellow,twinkle,1,1,1,2,3,1,2,2,1,1,1,,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.972222222
Sound,Sound,Sanim,Sanim,Emission,bellow,wail,2,6,3,5,5,4,2,5,4,5,5,,5,5,1,5,5,6,6,2,6,1,4,3,6,3,7,6,5,5,7,4,2,1,5,5,7,7,5,6,6,7,4,1,3,7,5,4.756756757
Sound,Sound,Sanim,Sanim,Emission,bellow,whimper,1,3,3,6,4,1,2,2,6,1,3,,6,1,1,3,2,4,3,2,4,1,2,2,2,2,5,5,1,1,3,3,2,1,1,3,3,7,1,2,1,1,3,4,3,1,2,2.842105263
Sound,Sound,Sanim,Sanim,Emission,bellow,whisper,1,3,3,5,3,1,2,3,6,1,2,,5,2,1,4,2,3,3,1,3,1,1,2,1,2,2,4,1,1,3,3,2,1,1,2,1,7,1,2,1,1,1,1,2,1,1,2
Sound,Sound,Sanim,Sanim,Emission,bellow,yelp,1,4,5,5,2,4,3,5,6,1,7,,6,3,1,1,4,4,4,6,4,1,3,4,4,4,6,5,3,4,3,6,2,4,4,5,7,6,4,5,5,1,7,4,4,7,3,4.666666667
Light,Light,Light,Light,Emission,blaze,blink,1,2,1,4,4,1,2,1,2,1,1,,2,1,1,1,2,2,2,1,1,1,2,1,2,2,3,5,3,1,1,2,3,6,1,3,2,4,1,1,3,1,1,1,3,1,2,2
Light,Sound,Light,Sinanim,Emission,blaze,boom,1,1,4,6,3,5,2,3,1,1,1,,4,1,7,1,4,3,4,3,1,3,2,2,2,1,3,5,4,1,1,1,1,1,1,3,1,1,1,3,4,7,3,1,1,2,7,2.820512821
Light,Sound,Light,Sinanim,Emission,blaze,buzz,1,1,3,2,5,3,3,2,1,1,1,,3,1,2,1,4,2,2,2,1,1,3,1,2,1,2,5,3,1,1,1,1,7,1,2,1,1,1,1,1,6,1,4,1,1,5,2.051282051
Light,Sound,Light,Sinanim,Emission,blaze,chime,1,1,2,2,1,2,2,2,1,1,1,,3,1,1,1,1,3,3,2,1,1,2,1,1,1,1,4,4,1,1,1,2,1,1,4,1,1,1,1,1,4,1,1,5,1,5,1.763157895
Light,Sound,Light,Sinanim,Emission,blaze,clang,1,1,1,1,3,4,3,1,1,1,1,,2,1,2,1,1,2,3,2,1,1,1,1,1,1,2,3,3,1,1,1,1,2,1,3,3,1,1,1,1,7,1,1,1,1,5,2.153846154
Light,Sound,Light,Sinanim,Emission,blaze,clank,1,1,1,3,4,5,1,2,1,1,1,,1,1,2,1,1,2,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,4,1,1,1,1,2,7,1,1,1,1,4,1.717948718
Light,Sound,Light,Sinanim,Emission,blaze,click,1,1,2,3,3,2,2,1,1,1,1,,4,1,1,1,1,3,2,2,1,1,1,1,1,1,2,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.65
Light,Sound,Light,Sinanim,Emission,blaze,crackle,3,1,2,4,7,5,3,3,6,1,1,,4,1,6,1,4,5,2,3,1,1,4,3,4,3,4,5,4,1,3,4,1,1,1,4,4,1,2,4,1,7,4,7,5,6,4,3.125
Light,Sound,Light,Sinanim,Emission,blaze,creak,1,1,1,5,2,2,2,1,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1.820512821
Light,Sound,Light,Sinanim,Emission,blaze,crunch,1,1,1,1,1,3,2,1,1,1,1,,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1.871794872
Light,Light,Light,Light,Emission,blaze,flare,5,5,6,7,5,6,4,4,6,5,3,,6,3,7,5,5,7,6,6,5,1,6,6,5,5,4,6,5,6,4,5,5,6,1,5,2,7,2,4,4,7,4,7,5,7,6,4.725
Light,Light,Light,Light,Emission,blaze,flash,5,3,5,5,3,4,4,4,1,5,3,,6,4,1,6,5,6,6,5,4,1,4,4,2,5,5,6,5,3,3,3,4,6,4,5,1,7,3,5,4,7,3,7,4,4,6,4.025
Light,Light,Light,Light,Emission,blaze,flicker,5,3,6,4,3,4,4,3,6,1,1,,5,2,7,1,5,5,6,2,5,1,2,3,2,3,6,6,3,1,5,4,4,6,2,3,6,6,2,2,3,1,1,7,3,3,3,3.75
Light,Light,Light,Light,Emission,blaze,gleam,6,3,5,4,4,4,2,2,6,5,5,,5,2,3,5,4,4,6,3,6,3,5,2,1,3,3,6,4,1,1,1,4,6,4,5,5,4,2,2,3,4,1,7,5,5,4,3.225
Light,Light,Light,Light,Emission,blaze,glimmer,5,4,5,5,5,4,4,5,6,3,1,,5,2,7,5,3,5,3,3,6,2,4,2,3,4,3,6,4,5,4,2,3,6,3,3,2,6,1,3,2,1,2,5,4,5,4,3.615384615
Light,Light,Light,Light,Emission,blaze,glint,2,3,4,5,4,5,3,1,3,3,1,,5,1,1,4,4,5,4,3,4,1,5,1,3,3,2,6,3,1,1,3,3,6,2,3,1,5,1,1,3,1,3,4,4,4,2,3
Light,Light,Light,Light,Emission,blaze,glisten,5,4,6,4,4,5,4,3,6,5,1,,4,3,2,5,4,5,4,2,3,1,5,2,4,6,3,6,5,1,2,4,3,6,1,3,2,5,2,5,1,6,2,7,4,5,2,3.075
Light,Light,Light,Light,Emission,blaze,glitter,5,3,5,5,3,6,2,4,6,6,5,,5,1,2,4,4,5,4,2,5,2,4,2,1,3,3,6,5,1,4,1,3,1,4,4,6,5,1,4,2,1,3,7,4,1,2,3.375
Light,Light,Light,Light,Emission,blaze,glow,6,5,1,7,5,4,6,6,6,6,7,,6,6,1,6,6,6,7,3,6,3,6,6,3,6,5,6,5,5,1,6,4,6,5,5,5,6,5,5,3,5,1,4,4,1,6,4.871794872
Light,Sound,Light,Sanim,Emission,blaze,groan,1,1,1,3,4,3,3,1,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,2,1.864864865
Light,Sound,Light,Sanim,Emission,blaze,growl,1,1,1,2,3,1,2,1,1,1,1,,1,1,3,1,3,1,2,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,4,3,1,1,2,1,1,1,1,1,1,4,2
Light,Sound,Light,Sanim,Emission,blaze,grumble,1,1,1,3,1,1,2,1,1,1,1,,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1.868421053
Light,Sound,Light,Sanim,Emission,blaze,grunt,1,1,1,2,2,1,1,1,1,1,1,,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.945945946
Light,Sound,Light,Sinanim,Emission,blaze,gurgle,1,1,1,2,2,2,1,1,1,1,1,,3,1,1,4,1,1,2,1,1,1,2,2,1,1,1,3,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,2,1.575
Light,Sound,Light,Sinanim,Emission,blaze,hiss,1,1,3,3,5,3,4,1,1,1,1,,2,1,1,1,5,1,3,2,1,1,2,1,1,1,3,4,4,1,1,3,1,1,1,5,4,1,1,1,1,7,2,1,4,1,3,2.2
Light,Sound,Light,Sanim,Emission,blaze,howl,1,1,4,4,2,4,4,1,1,1,1,,3,1,2,1,4,2,4,3,1,1,1,1,2,1,2,3,4,1,1,1,1,1,1,4,2,1,1,2,1,7,2,1,2,1,7,2.447368421
Light,Sound,Light,Sanim,Emission,blaze,moan,1,1,1,2,4,1,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,5,2.147058824
Light,Sound,Light,Sanim,Emission,blaze,mutter,1,1,1,2,1,2,3,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.631578947
Light,Light,Light,Light,Emission,blaze,shimmer,6,2,4,4,6,4,6,5,5,4,3,,5,2,2,4,4,4,6,2,5,4,6,2,3,3,2,6,5,4,5,5,3,1,5,2,5,4,2,4,3,5,3,5,4,4,4,3.45
Light,Light,Light,Light,Emission,blaze,shine,5,5,7,6,3,4,5,6,7,4,6,,5,4,2,4,4,6,6,3,6,3,6,5,6,4,5,6,5,4,1,2,4,6,5,4,5,6,2,6,2,7,1,7,3,7,5,4.435897436
Light,Sound,Light,Sanim,Emission,blaze,shout,1,1,5,5,2,6,3,2,4,1,1,,3,1,1,1,6,2,3,3,1,1,1,2,3,1,2,5,4,1,1,1,1,2,1,3,2,1,1,5,1,7,4,4,1,1,6,2.684210526
Light,Sound,Light,Sinanim,Emission,blaze,sizzle,1,1,4,1,5,4,4,3,6,1,1,,3,1,1,2,4,3,3,4,1,4,5,3,3,3,5,6,5,2,1,3,1,1,1,5,5,1,4,4,3,7,4,7,4,6,4,2.925
Light,Light,Light,Light,Emission,blaze,sparkle,5,4,6,6,5,5,4,3,6,7,6,,5,3,2,4,5,5,5,2,4,3,5,2,3,3,5,6,4,3,2,5,4,1,4,4,7,7,2,5,1,4,5,7,4,4,3,4.1
Light,Sound,Light,Sanim,Emission,blaze,squawk,1,1,1,4,5,4,1,1,1,1,1,,2,1,6,1,1,3,3,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,2,1.578947368
Light,Sound,Light,Sinanim,Emission,blaze,squeak,1,1,1,3,4,1,2,1,1,1,1,,3,1,1,1,4,1,2,2,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.41025641
Light,Sound,Light,Sinanim,Emission,blaze,twang,1,1,1,1,3,1,2,1,1,1,1,,2,1,1,1,1,1,3,2,1,1,2,2,1,1,1,4,3,1,1,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,4,1.725
Light,Light,Light,Light,Emission,blaze,twinkle,5,4,4,5,5,4,2,3,6,3,2,,5,3,1,3,4,5,3,2,6,1,3,3,4,3,4,6,3,4,3,2,4,6,4,3,7,5,1,2,1,4,3,5,4,7,4,3.58974359
Light,Sound,Light,Sanim,Emission,blaze,wail,1,1,1,1,2,4,3,1,6,1,1,,2,1,1,1,4,2,3,2,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,4,1,1,1,2,2,7,3,1,1,1,7,2.25
Light,Sound,Light,Sanim,Emission,blaze,whimper,1,1,1,1,3,2,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.947368421
Light,Sound,Light,Sanim,Emission,blaze,whisper,1,1,1,2,4,1,2,1,1,1,1,,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.648648649
Light,Sound,Light,Sanim,Emission,blaze,yelp,1,1,2,4,2,4,2,1,1,1,1,,2,1,1,1,4,1,3,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,1,1,1,1,1.970588235
Light,Sound,Light,Sinanim,Emission,blink,boom,1,1,2,1,4,1,2,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,2.025641026
Light,Sound,Light,Sinanim,Emission,blink,buzz,1,1,1,4,2,2,1,1,1,1,1,,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.769230769
Light,Sound,Light,Sinanim,Emission,blink,chime,1,1,3,1,3,1,3,1,1,1,2,,3,1,1,1,1,3,2,2,1,1,2,1,1,1,1,4,4,1,1,1,1,4,1,3,1,1,1,1,1,7,1,1,1,2,4,1.974358974
Light,Sound,Light,Sinanim,Emission,blink,clang,1,1,2,4,4,4,2,1,1,1,1,,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,5,1.55
Light,Sound,Light,Sinanim,Emission,blink,clank,1,1,3,2,5,4,3,1,1,1,1,,2,1,1,1,1,4,3,1,1,1,2,1,1,1,2,4,4,1,1,1,1,1,1,4,1,1,1,1,1,7,1,1,1,1,4,1.425
Light,Sound,Light,Sinanim,Emission,blink,click,2,1,4,5,2,5,2,2,4,1,1,,4,1,2,1,6,3,3,2,1,1,1,2,2,2,2,5,6,1,1,1,1,1,1,3,2,1,1,3,1,7,1,1,1,1,7,2.717948718
Light,Sound,Light,Sinanim,Emission,blink,crackle,1,1,3,3,1,3,3,1,1,1,1,,4,1,1,1,2,3,3,2,1,1,3,2,3,,1,4,1,1,1,1,1,1,2,3,1,6,1,1,1,4,1,1,1,1,5,1.825
Light,Sound,Light,Sinanim,Emission,blink,creak,1,1,1,3,3,2,2,2,2,1,1,,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,7,1,1,1,1,3,1.794871795
Light,Sound,Light,Sinanim,Emission,blink,crunch,1,1,2,1,4,4,2,1,1,1,1,,2,1,1,1,1,1,3,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,6,1,1,1,4,1,1,1,1,4,1.725
Light,Light,Light,Light,Emission,blink,flare,1,2,5,4,3,3,3,1,1,1,1,,5,2,1,1,1,4,3,2,1,1,5,1,2,2,1,5,4,1,1,2,3,1,1,3,2,5,1,1,2,1,2,4,5,3,3,2.307692308
Light,Light,Light,Light,Emission,blink,flash,2,4,6,5,6,4,2,4,2,1,1,,5,5,7,5,4,6,6,3,3,2,6,4,5,3,7,6,6,6,1,6,3,6,1,4,3,1,1,2,6,7,4,1,5,7,6,4.815789474
Light,Light,Light,Light,Emission,blink,flicker,2,1,6,5,7,4,3,3,6,5,1,,6,1,1,4,6,6,7,5,1,1,6,7,4,4,6,6,6,1,5,4,5,6,1,5,5,4,2,6,7,7,7,1,4,3,6,4.384615385
Light,Light,Light,Light,Emission,blink,gleam,2,2,4,7,5,2,2,2,1,1,1,,5,1,2,1,1,5,3,1,1,1,5,2,1,4,1,5,5,1,7,2,2,1,1,4,2,4,1,1,2,1,2,1,4,3,5,2.368421053
Light,Light,Light,Light,Emission,blink,glimmer,1,1,5,5,5,3,4,2,1,1,1,,6,2,2,3,2,6,4,2,1,1,6,3,3,4,1,5,5,1,1,5,2,1,1,4,1,5,1,3,4,7,1,4,4,5,6,2.461538462
Light,Light,Light,Light,Emission,blink,glint,2,3,5,4,2,6,2,1,1,1,1,,5,1,1,1,3,3,4,2,1,1,6,1,2,4,3,5,6,1,3,3,4,6,1,5,1,5,1,4,1,7,3,1,1,4,6,3.230769231
Light,Light,Light,Light,Emission,blink,glisten,2,1,3,7,3,3,2,1,1,1,1,,5,1,1,1,1,4,4,2,1,1,5,2,4,3,1,5,5,1,1,3,3,7,1,2,2,4,1,3,1,7,3,1,2,1,2,2.425
Light,Light,Light,Light,Emission,blink,glitter,1,2,4,7,4,4,3,1,1,1,1,,6,3,1,1,4,2,5,2,1,1,4,1,2,3,2,4,4,1,1,2,3,6,1,4,1,4,1,1,1,6,1,1,4,1,4,2.769230769
Light,Light,Light,Light,Emission,blink,glow,1,2,1,1,5,1,2,1,1,1,1,,5,1,1,5,1,4,3,2,3,1,6,3,2,4,3,4,5,1,1,4,2,1,1,3,3,4,1,5,3,1,3,1,5,1,3,2.75
Light,Sound,Light,Sanim,Emission,blink,groan,1,1,1,1,4,1,2,1,1,1,1,,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2.157894737
Light,Sound,Light,Sanim,Emission,blink,growl,1,1,1,2,3,1,2,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1.852941176
Light,Sound,Light,Sanim,Emission,blink,grumble,1,1,1,3,4,1,2,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.714285714
Light,Sound,Light,Sanim,Emission,blink,grunt,1,1,3,3,4,1,2,1,1,1,1,,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,3,1.882352941
Light,Sound,Light,Sinanim,Emission,blink,gurgle,1,1,1,3,2,1,2,1,1,1,1,,3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,2,7,1,1,1,1,2,1.923076923
Light,Sound,Light,Sinanim,Emission,blink,hiss,1,1,1,2,5,1,2,1,1,1,1,,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1.475
Light,Sound,Light,Sanim,Emission,blink,howl,1,1,1,3,3,2,2,1,1,1,1,,3,1,2,1,1,1,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.789473684
Light,Sound,Light,Sanim,Emission,blink,moan,1,1,1,2,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1.828571429
Light,Sound,Light,Sanim,Emission,blink,mutter,1,1,1,3,2,1,1,1,1,1,1,,2,1,1,1,6,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1.513513514
Light,Light,Light,Light,Emission,blink,shimmer,1,1,4,4,4,2,3,1,1,1,1,,5,1,1,2,2,5,4,2,1,3,6,2,4,3,1,5,5,1,1,4,3,7,1,1,1,5,1,1,3,3,1,1,5,6,2,3.275
Light,Light,Light,Light,Emission,blink,shine,1,2,1,4,4,2,2,1,1,1,1,,5,2,1,1,2,3,4,3,1,1,6,1,2,2,2,4,5,1,1,1,3,1,1,4,5,4,1,1,2,1,3,1,3,3,3,2.871794872
Light,Sound,Light,Sanim,Emission,blink,shout,1,1,2,2,2,3,1,1,1,1,1,,4,1,2,1,1,3,2,2,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1.894736842
Light,Sound,Light,Sinanim,Emission,blink,sizzle,1,1,3,2,5,1,2,2,1,1,4,,2,1,1,1,1,1,3,1,1,2,3,1,2,1,1,4,4,1,1,2,1,1,1,2,1,6,1,1,1,1,1,1,3,1,2,1.763157895
Light,Light,Light,Light,Emission,blink,sparkle,1,2,5,4,2,4,2,2,1,1,1,,6,1,1,2,4,5,5,2,1,3,4,1,4,3,3,3,4,1,7,3,4,1,1,4,3,5,1,1,1,7,4,3,4,1,5,3.325
Light,Sound,Light,Sanim,Emission,blink,squawk,1,1,2,6,1,2,2,1,1,1,1,,2,2,1,1,1,3,2,2,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,2,1,4,1.735294118
Light,Sound,Light,Sinanim,Emission,blink,squeak,1,1,3,4,3,3,2,2,1,1,1,,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,7,1,1,1,1,5,1.973684211
Light,Sound,Light,Sinanim,Emission,blink,twang,1,1,3,2,4,4,2,1,1,1,1,,2,1,1,1,1,2,3,2,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,3,1,5,1,1,1,7,1,1,1,1,5,1.692307692
Light,Light,Light,Light,Emission,blink,twinkle,1,2,3,4,6,5,4,3,1,1,4,,6,1,2,2,3,6,5,2,1,1,5,3,5,3,5,5,5,3,5,5,3,6,1,5,4,6,1,2,1,7,4,4,6,5,4,3.894736842
Light,Sound,Light,Sanim,Emission,blink,wail,1,1,2,2,3,1,2,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1.945945946
Light,Sound,Light,Sanim,Emission,blink,whimper,1,1,1,5,3,1,1,1,1,1,1,,2,1,1,1,3,1,2,1,1,1,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1.837837838
Light,Sound,Light,Sanim,Emission,blink,whisper,1,1,1,1,1,1,1,1,1,1,1,,3,1,2,1,1,1,1,2,1,1,1,2,1,1,1,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2.081081081
Light,Sound,Light,Sanim,Emission,blink,yelp,1,1,4,2,2,5,1,1,1,1,1,,4,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,4,1,4,1,1,1,7,1,1,1,1,5,1.605263158
Sound,Sound,Sinanim,Sinanim,Emission,boom,buzz,1,4,3,4,5,3,2,2,1,1,1,,4,1,1,2,2,4,2,2,1,2,2,2,1,2,3,5,4,1,1,1,2,1,1,3,1,6,1,2,4,1,5,1,3,1,1,2.921052632
Sound,Sound,Sinanim,Sinanim,Emission,boom,chime,2,5,3,4,1,4,2,2,2,1,1,,5,1,1,2,4,4,2,2,4,1,3,3,2,2,6,5,2,1,1,2,1,1,1,4,7,1,1,1,1,1,2,1,2,1,3,2.475
Sound,Sound,Sinanim,Sinanim,Emission,boom,clang,1,5,5,4,4,5,3,2,5,5,3,,5,1,7,2,4,5,4,2,5,1,1,4,3,3,5,6,4,1,4,2,2,4,3,4,7,6,1,1,1,6,1,1,4,4,5,4.025
Sound,Sound,Sinanim,Sinanim,Emission,boom,clank,1,5,4,3,5,5,2,4,5,3,1,,5,1,7,2,2,3,2,2,1,1,1,1,3,3,3,5,4,1,6,2,2,1,1,2,5,5,2,3,1,7,4,1,1,1,5,3.487179487
Sound,Sound,Sinanim,Sinanim,Emission,boom,click,1,2,3,3,3,1,2,1,1,1,2,,4,1,1,3,2,4,1,2,1,1,2,1,1,2,2,3,6,1,1,1,1,6,1,1,4,6,2,1,1,1,2,1,3,1,2,2.552631579
Sound,Sound,Sinanim,Sinanim,Emission,boom,crackle,1,4,4,4,6,4,1,1,1,3,2,,4,1,1,1,3,3,1,3,1,1,1,2,1,2,3,4,5,1,1,1,3,1,3,3,5,6,1,2,1,1,1,1,3,1,2,2.95
Sound,Sound,Sinanim,Sinanim,Emission,boom,creak,1,4,3,4,3,2,3,1,3,1,1,,6,1,1,2,2,2,1,2,2,1,2,2,1,2,3,4,1,1,1,1,2,1,1,3,2,5,1,1,2,1,1,1,3,1,2,2.461538462
Sound,Sound,Sinanim,Sinanim,Emission,boom,crunch,1,3,3,1,2,3,2,1,1,1,1,,5,1,2,1,2,3,1,1,1,1,1,1,1,2,1,4,5,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,2,1,5,2.666666667
